"","county","state","number_of_wired_bb_providers","lowest_monthly_price","percent_of_pop_w_wired_bb_coverage","fiber_penetration","state_fips_code","county_fips_code"
"13451","Stephens","Texas",2,44.99,0.813,0,13,257
"13452","Stephens","Texas",2,44.99,0.813,0,40,137
"13453","Stephens","Texas",2,44.99,0.813,0,48,429
"13454","Sterling","Texas",0,NA,0,0,48,431
"13455","Stonewall","Texas",3,74.76,0.821,0.815,48,433
"13456","Sutton","Texas",1,58.31,0.818,0.818,48,435
"13457","Swisher","Texas",3,47.5,0.779,0.437,48,437
"13458","Tarrant","Texas",10,56.81,0.991,0.431,48,439
"13459","Taylor","Texas",7,54.99,0.975,0.075,12,123
"13460","Taylor","Texas",7,54.99,0.975,0.075,13,269
"13461","Taylor","Texas",7,54.99,0.975,0.075,19,173
"13462","Taylor","Texas",7,54.99,0.975,0.075,21,217
"13463","Taylor","Texas",7,54.99,0.975,0.075,48,441
"13464","Taylor","Texas",7,54.99,0.975,0.075,54,91
"13465","Taylor","Texas",7,54.99,0.975,0.075,55,119
"13466","Terrell","Texas",1,91.98,0.036,0.036,13,273
"13467","Terrell","Texas",1,91.98,0.036,0.036,48,443
"13468","Terry","Texas",3,84.95,0.571,0.317,48,445
"13469","Throckmorton","Texas",2,63.28,0.625,0.219,48,447
"13470","Titus","Texas",2,49.98,0.658,0,48,449
"13471","Tom Green","Texas",1,46.71,0.906,0.004,NA,NA
"13472","Travis","Texas",8,58.98,0.989,0.565,48,453
"13473","Trinity","Texas",4,75.78,0.644,0.048,6,105
"13474","Trinity","Texas",4,75.78,0.644,0.048,48,455
"13475","Tyler","Texas",3,85.77,0.365,0.006,48,457
"13476","Tyler","Texas",3,85.77,0.365,0.006,54,95
"13477","Upshur","Texas",3,56.4,0.882,0.476,48,459
"13478","Upshur","Texas",3,56.4,0.882,0.476,54,97
"13479","Upton","Texas",1,60,0.005,0,48,461
"13480","Uvalde","Texas",6,66.47,0.874,0.064,48,463
"13481","Val Verde","Texas",1,87.99,0.974,0.001,NA,NA
"13482","Van Zandt","Texas",5,52.49,0.27,0.057,NA,NA
"13483","Victoria","Texas",3,45.38,0.808,0.008,48,469
"13484","Walker","Texas",6,78.4,0.717,0.062,1,127
"13485","Walker","Texas",6,78.4,0.717,0.062,13,295
"13486","Walker","Texas",6,78.4,0.717,0.062,48,471
"13487","Waller","Texas",9,49.98,0.368,0.037,48,473
"13488","Ward","Texas",2,47.5,0.498,0.488,38,101
"13489","Ward","Texas",2,47.5,0.498,0.488,48,475
"13490","Washington","Texas",5,56.41,0.573,0.065,1,129
"13491","Washington","Texas",5,56.41,0.573,0.065,5,143
"13492","Washington","Texas",5,56.41,0.573,0.065,8,121
"13493","Washington","Texas",5,56.41,0.573,0.065,12,133
"13494","Washington","Texas",5,56.41,0.573,0.065,13,303
"13495","Washington","Texas",5,56.41,0.573,0.065,16,87
"13496","Washington","Texas",5,56.41,0.573,0.065,17,189
"13497","Washington","Texas",5,56.41,0.573,0.065,18,175
"13498","Washington","Texas",5,56.41,0.573,0.065,19,183
"13499","Washington","Texas",5,56.41,0.573,0.065,20,201
"13500","Washington","Texas",5,56.41,0.573,0.065,21,229
"13501","Washington","Texas",5,56.41,0.573,0.065,22,117
"13502","Washington","Texas",5,56.41,0.573,0.065,23,29
"13503","Washington","Texas",5,56.41,0.573,0.065,24,43
"13504","Washington","Texas",5,56.41,0.573,0.065,27,163
"13505","Washington","Texas",5,56.41,0.573,0.065,28,151
"13506","Washington","Texas",5,56.41,0.573,0.065,29,221
"13507","Washington","Texas",5,56.41,0.573,0.065,31,177
"13508","Washington","Texas",5,56.41,0.573,0.065,36,115
"13509","Washington","Texas",5,56.41,0.573,0.065,37,187
"13510","Washington","Texas",5,56.41,0.573,0.065,39,167
"13511","Washington","Texas",5,56.41,0.573,0.065,40,147
"13512","Washington","Texas",5,56.41,0.573,0.065,41,67
"13513","Washington","Texas",5,56.41,0.573,0.065,42,125
"13514","Washington","Texas",5,56.41,0.573,0.065,44,9
"13515","Washington","Texas",5,56.41,0.573,0.065,47,179
"13516","Washington","Texas",5,56.41,0.573,0.065,48,477
"13517","Washington","Texas",5,56.41,0.573,0.065,49,53
"13518","Washington","Texas",5,56.41,0.573,0.065,50,23
"13519","Washington","Texas",5,56.41,0.573,0.065,51,191
"13520","Washington","Texas",5,56.41,0.573,0.065,55,131
"13521","Webb","Texas",5,50.86,0.98,0.033,48,479
"13522","Wharton","Texas",5,52.49,0.611,0.024,48,481
"13523","Wheeler","Texas",1,47.5,0.26,0,13,309
"13524","Wheeler","Texas",1,47.5,0.26,0,31,183
"13525","Wheeler","Texas",1,47.5,0.26,0,41,69
"13526","Wheeler","Texas",1,47.5,0.26,0,48,483
"13527","Wichita","Texas",5,64.98,0.928,0.084,20,203
"13528","Wichita","Texas",5,64.98,0.928,0.084,48,485
"13529","Wilbarger","Texas",4,63.72,0.938,0.936,48,487
"13530","Willacy","Texas",2,54.99,0.939,0.735,48,489
"13531","Williamson","Texas",9,65.82,0.95,0.287,17,199
"13532","Williamson","Texas",9,65.82,0.95,0.287,47,187
"13533","Williamson","Texas",9,65.82,0.95,0.287,48,491
"13534","Wilson","Texas",3,65,0.176,0,20,205
"13535","Wilson","Texas",3,65,0.176,0,37,195
"13536","Wilson","Texas",3,65,0.176,0,47,189
"13537","Wilson","Texas",3,65,0.176,0,48,493
"13538","Winkler","Texas",1,47.5,0.329,0.329,48,495
"13539","Wise","Texas",4,44.16,0.346,0.003,48,497
"13540","Wise","Texas",4,44.16,0.346,0.003,51,195
"13541","Wood","Texas",4,56.97,0.649,0.095,39,173
"13542","Wood","Texas",4,56.97,0.649,0.095,48,499
"13543","Wood","Texas",4,56.97,0.649,0.095,54,107
"13544","Wood","Texas",4,56.97,0.649,0.095,55,141
"13545","Yoakum","Texas",2,75.65,0.792,0.009,48,501
"13546","Young","Texas",2,47.98,0.783,0.237,48,503
"13547","Zapata","Texas",1,65,0.923,0,48,505
"13548","Zavala","Texas",1,65,0.725,0,48,507
"13549","Beaver","Utah",3,49.95,0.455,0.011,40,7
"13550","Beaver","Utah",3,49.95,0.455,0.011,42,7
"13551","Beaver","Utah",3,49.95,0.455,0.011,49,1
"13552","Box Elder","Utah",4,61.64,0.846,0.524,NA,NA
"13553","Cache","Utah",4,70.11,0.934,0.085,49,5
"13554","Carbon","Utah",2,74.21,0.949,0.633,30,9
"13555","Carbon","Utah",2,74.21,0.949,0.633,42,25
"13556","Carbon","Utah",2,74.21,0.949,0.633,49,7
"13557","Carbon","Utah",2,74.21,0.949,0.633,56,7
"13558","Daggett","Utah",1,70,0.041,0,49,9
"13559","Davis","Utah",5,58.73,0.985,0.254,19,51
"13560","Davis","Utah",5,58.73,0.985,0.254,49,11
"13561","Duchesne","Utah",2,66.66,0.813,0.511,49,13
"13562","Emery","Utah",3,61.72,0.964,0.939,49,15
"13563","Garfield","Utah",2,42.47,0.98,0.325,8,45
"13564","Garfield","Utah",2,42.47,0.98,0.325,30,33
"13565","Garfield","Utah",2,42.47,0.98,0.325,31,71
"13566","Garfield","Utah",2,42.47,0.98,0.325,40,47
"13567","Garfield","Utah",2,42.47,0.98,0.325,49,17
"13568","Garfield","Utah",2,42.47,0.98,0.325,53,23
"13569","Grand","Utah",1,52.59,0.93,0.373,8,49
"13570","Grand","Utah",1,52.59,0.93,0.373,26,55
"13571","Grand","Utah",1,52.59,0.93,0.373,38,35
"13572","Grand","Utah",1,52.59,0.93,0.373,49,19
"13573","Grand","Utah",1,52.59,0.93,0.373,50,13
"13574","Iron","Utah",6,60.47,0.893,0.122,26,71
"13575","Iron","Utah",6,60.47,0.893,0.122,29,93
"13576","Iron","Utah",6,60.47,0.893,0.122,49,21
"13577","Iron","Utah",6,60.47,0.893,0.122,55,51
"13578","Juab","Utah",3,80.46,0.739,0,49,23
"13579","Kane","Utah",2,64.97,0.884,0.427,17,89
"13580","Kane","Utah",2,64.97,0.884,0.427,49,25
"13581","Millard","Utah",2,68.96,0.589,0.001,49,27
"13582","Morgan","Utah",5,69.97,0.917,0.063,1,103
"13583","Morgan","Utah",5,69.97,0.917,0.063,8,87
"13584","Morgan","Utah",5,69.97,0.917,0.063,13,211
"13585","Morgan","Utah",5,69.97,0.917,0.063,17,137
"13586","Morgan","Utah",5,69.97,0.917,0.063,18,109
"13587","Morgan","Utah",5,69.97,0.917,0.063,21,175
"13588","Morgan","Utah",5,69.97,0.917,0.063,29,141
"13589","Morgan","Utah",5,69.97,0.917,0.063,39,115
"13590","Morgan","Utah",5,69.97,0.917,0.063,47,129
"13591","Morgan","Utah",5,69.97,0.917,0.063,49,29
"13592","Morgan","Utah",5,69.97,0.917,0.063,54,65
"13593","Piute","Utah",1,59.99,1,0,49,31
"13594","Rich","Utah",3,77.15,0.635,0.397,49,33
"13595","Salt Lake","Utah",6,60.98,0.992,0.355,NA,NA
"13596","San Juan","Utah",1,52.59,0.255,0.09,NA,NA
"13597","Sanpete","Utah",5,79.97,0.901,0.355,49,39
"13598","Sevier","Utah",4,68.63,0.937,0.016,5,133
"13599","Sevier","Utah",4,68.63,0.937,0.016,47,155
"13600","Sevier","Utah",4,68.63,0.937,0.016,49,41
"13601","Summit","Utah",6,102.47,0.927,0.446,8,117
"13602","Summit","Utah",6,102.47,0.927,0.446,39,153
"13603","Summit","Utah",6,102.47,0.927,0.446,49,43
"13604","Tooele","Utah",6,78.36,0.948,0.103,49,45
"13605","Uintah","Utah",3,69.15,0.908,0.53,49,47
"13606","Utah","Utah",9,62.67,0.984,0.536,49,49
"13607","Wasatch","Utah",5,75.12,0.899,0.3,49,51
"13608","Washington","Utah",8,59.38,0.915,0.202,1,129
"13609","Washington","Utah",8,59.38,0.915,0.202,5,143
"13610","Washington","Utah",8,59.38,0.915,0.202,8,121
"13611","Washington","Utah",8,59.38,0.915,0.202,12,133
"13612","Washington","Utah",8,59.38,0.915,0.202,13,303
"13613","Washington","Utah",8,59.38,0.915,0.202,16,87
"13614","Washington","Utah",8,59.38,0.915,0.202,17,189
"13615","Washington","Utah",8,59.38,0.915,0.202,18,175
"13616","Washington","Utah",8,59.38,0.915,0.202,19,183
"13617","Washington","Utah",8,59.38,0.915,0.202,20,201
"13618","Washington","Utah",8,59.38,0.915,0.202,21,229
"13619","Washington","Utah",8,59.38,0.915,0.202,22,117
"13620","Washington","Utah",8,59.38,0.915,0.202,23,29
"13621","Washington","Utah",8,59.38,0.915,0.202,24,43
"13622","Washington","Utah",8,59.38,0.915,0.202,27,163
"13623","Washington","Utah",8,59.38,0.915,0.202,28,151
"13624","Washington","Utah",8,59.38,0.915,0.202,29,221
"13625","Washington","Utah",8,59.38,0.915,0.202,31,177
"13626","Washington","Utah",8,59.38,0.915,0.202,36,115
"13627","Washington","Utah",8,59.38,0.915,0.202,37,187
"13628","Washington","Utah",8,59.38,0.915,0.202,39,167
"13629","Washington","Utah",8,59.38,0.915,0.202,40,147
"13630","Washington","Utah",8,59.38,0.915,0.202,41,67
"13631","Washington","Utah",8,59.38,0.915,0.202,42,125
"13632","Washington","Utah",8,59.38,0.915,0.202,44,9
"13633","Washington","Utah",8,59.38,0.915,0.202,47,179
"13634","Washington","Utah",8,59.38,0.915,0.202,48,477
"13635","Washington","Utah",8,59.38,0.915,0.202,49,53
"13636","Washington","Utah",8,59.38,0.915,0.202,50,23
"13637","Washington","Utah",8,59.38,0.915,0.202,51,191
"13638","Washington","Utah",8,59.38,0.915,0.202,55,131
"13639","Wayne","Utah",1,57.49,0.895,0,13,305
"13640","Wayne","Utah",1,57.49,0.895,0,17,191
"13641","Wayne","Utah",1,57.49,0.895,0,18,177
"13642","Wayne","Utah",1,57.49,0.895,0,19,185
"13643","Wayne","Utah",1,57.49,0.895,0,21,231
"13644","Wayne","Utah",1,57.49,0.895,0,26,163
"13645","Wayne","Utah",1,57.49,0.895,0,28,153
"13646","Wayne","Utah",1,57.49,0.895,0,29,223
"13647","Wayne","Utah",1,57.49,0.895,0,31,179
"13648","Wayne","Utah",1,57.49,0.895,0,36,117
"13649","Wayne","Utah",1,57.49,0.895,0,37,191
"13650","Wayne","Utah",1,57.49,0.895,0,39,169
"13651","Wayne","Utah",1,57.49,0.895,0,42,127
"13652","Wayne","Utah",1,57.49,0.895,0,47,181
"13653","Wayne","Utah",1,57.49,0.895,0,49,55
"13654","Wayne","Utah",1,57.49,0.895,0,54,99
"13655","Weber","Utah",3,58.99,0.96,0.085,49,57
"13656","Addison","Vermont",7,66.18,0.902,0.187,50,1
"13657","Bennington","Vermont",2,75.07,0.951,0.012,50,3
"13658","Caledonia","Vermont",3,62.66,0.826,0,50,5
"13659","Chittenden","Vermont",5,63.02,0.98,0.376,50,7
"13660","Essex","Vermont",3,74.99,0.658,0,25,9
"13661","Essex","Vermont",3,74.99,0.658,0,34,13
"13662","Essex","Vermont",3,74.99,0.658,0,36,31
"13663","Essex","Vermont",3,74.99,0.658,0,50,9
"13664","Essex","Vermont",3,74.99,0.658,0,51,57
"13665","Franklin","Vermont",3,62.02,0.885,0.035,1,59
"13666","Franklin","Vermont",3,62.02,0.885,0.035,5,47
"13667","Franklin","Vermont",3,62.02,0.885,0.035,12,37
"13668","Franklin","Vermont",3,62.02,0.885,0.035,13,119
"13669","Franklin","Vermont",3,62.02,0.885,0.035,16,41
"13670","Franklin","Vermont",3,62.02,0.885,0.035,17,55
"13671","Franklin","Vermont",3,62.02,0.885,0.035,18,47
"13672","Franklin","Vermont",3,62.02,0.885,0.035,19,69
"13673","Franklin","Vermont",3,62.02,0.885,0.035,20,59
"13674","Franklin","Vermont",3,62.02,0.885,0.035,21,73
"13675","Franklin","Vermont",3,62.02,0.885,0.035,22,41
"13676","Franklin","Vermont",3,62.02,0.885,0.035,23,7
"13677","Franklin","Vermont",3,62.02,0.885,0.035,25,11
"13678","Franklin","Vermont",3,62.02,0.885,0.035,28,37
"13679","Franklin","Vermont",3,62.02,0.885,0.035,29,71
"13680","Franklin","Vermont",3,62.02,0.885,0.035,31,61
"13681","Franklin","Vermont",3,62.02,0.885,0.035,36,33
"13682","Franklin","Vermont",3,62.02,0.885,0.035,37,69
"13683","Franklin","Vermont",3,62.02,0.885,0.035,39,49
"13684","Franklin","Vermont",3,62.02,0.885,0.035,42,55
"13685","Franklin","Vermont",3,62.02,0.885,0.035,47,51
"13686","Franklin","Vermont",3,62.02,0.885,0.035,48,159
"13687","Franklin","Vermont",3,62.02,0.885,0.035,50,11
"13688","Franklin","Vermont",3,62.02,0.885,0.035,51,67
"13689","Franklin","Vermont",3,62.02,0.885,0.035,51,620
"13690","Franklin","Vermont",3,62.02,0.885,0.035,53,21
"13691","Grand Isle","Vermont",3,79.99,0.646,0.023,NA,NA
"13692","Lamoille","Vermont",3,67.02,0.884,0.001,50,15
"13693","Orange","Vermont",6,64.29,0.704,0.271,6,59
"13694","Orange","Vermont",6,64.29,0.704,0.271,12,95
"13695","Orange","Vermont",6,64.29,0.704,0.271,18,117
"13696","Orange","Vermont",6,64.29,0.704,0.271,36,71
"13697","Orange","Vermont",6,64.29,0.704,0.271,37,135
"13698","Orange","Vermont",6,64.29,0.704,0.271,48,361
"13699","Orange","Vermont",6,64.29,0.704,0.271,50,17
"13700","Orange","Vermont",6,64.29,0.704,0.271,51,137
"13701","Orleans","Vermont",2,58.99,0.782,0.002,22,71
"13702","Orleans","Vermont",2,58.99,0.782,0.002,36,73
"13703","Orleans","Vermont",2,58.99,0.782,0.002,50,19
"13704","Rutland","Vermont",5,65.83,0.987,0.159,50,21
"13705","Washington","Vermont",6,64.87,0.916,0.064,1,129
"13706","Washington","Vermont",6,64.87,0.916,0.064,5,143
"13707","Washington","Vermont",6,64.87,0.916,0.064,8,121
"13708","Washington","Vermont",6,64.87,0.916,0.064,12,133
"13709","Washington","Vermont",6,64.87,0.916,0.064,13,303
"13710","Washington","Vermont",6,64.87,0.916,0.064,16,87
"13711","Washington","Vermont",6,64.87,0.916,0.064,17,189
"13712","Washington","Vermont",6,64.87,0.916,0.064,18,175
"13713","Washington","Vermont",6,64.87,0.916,0.064,19,183
"13714","Washington","Vermont",6,64.87,0.916,0.064,20,201
"13715","Washington","Vermont",6,64.87,0.916,0.064,21,229
"13716","Washington","Vermont",6,64.87,0.916,0.064,22,117
"13717","Washington","Vermont",6,64.87,0.916,0.064,23,29
"13718","Washington","Vermont",6,64.87,0.916,0.064,24,43
"13719","Washington","Vermont",6,64.87,0.916,0.064,27,163
"13720","Washington","Vermont",6,64.87,0.916,0.064,28,151
"13721","Washington","Vermont",6,64.87,0.916,0.064,29,221
"13722","Washington","Vermont",6,64.87,0.916,0.064,31,177
"13723","Washington","Vermont",6,64.87,0.916,0.064,36,115
"13724","Washington","Vermont",6,64.87,0.916,0.064,37,187
"13725","Washington","Vermont",6,64.87,0.916,0.064,39,167
"13726","Washington","Vermont",6,64.87,0.916,0.064,40,147
"13727","Washington","Vermont",6,64.87,0.916,0.064,41,67
"13728","Washington","Vermont",6,64.87,0.916,0.064,42,125
"13729","Washington","Vermont",6,64.87,0.916,0.064,44,9
"13730","Washington","Vermont",6,64.87,0.916,0.064,47,179
"13731","Washington","Vermont",6,64.87,0.916,0.064,48,477
"13732","Washington","Vermont",6,64.87,0.916,0.064,49,53
"13733","Washington","Vermont",6,64.87,0.916,0.064,50,23
"13734","Washington","Vermont",6,64.87,0.916,0.064,51,191
"13735","Washington","Vermont",6,64.87,0.916,0.064,55,131
"13736","Windham","Vermont",4,60.77,0.889,0.078,9,15
"13737","Windham","Vermont",4,60.77,0.889,0.078,50,25
"13738","Windsor","Vermont",6,65.01,0.95,0.532,50,27
"13739","Accomack","Virginia",2,65.32,0.586,0.567,51,1
"13740","Albemarle","Virginia",6,69.98,0.886,0.167,51,3
"13741","Alexandria","Virginia",3,125.23,0.995,0.028,51,510
"13742","Alleghany","Virginia",3,62.98,0.949,0.623,37,5
"13743","Alleghany","Virginia",3,62.98,0.949,0.623,51,5
"13744","Amelia","Virginia",3,72.97,0.622,0.032,51,7
"13745","Amherst","Virginia",2,63.31,0.706,0.041,51,9
"13746","Appomattox","Virginia",3,70,0.555,0.012,51,11
"13747","Arlington","Virginia",3,66.99,0.994,0.885,51,13
"13748","Augusta","Virginia",4,60.48,0.793,0.113,51,15
"13749","Bath","Virginia",6,60.97,0.656,0.421,21,11
"13750","Bath","Virginia",6,60.97,0.656,0.421,51,17
"13751","Bedford","Virginia",2,63.48,0.58,0.006,42,9
"13752","Bedford","Virginia",2,63.48,0.58,0.006,47,3
"13753","Bedford","Virginia",2,63.48,0.58,0.006,51,19
"13754","Bedford City","Virginia",1,70,1,0,NA,NA
"13755","Bland","Virginia",5,57.49,1,1,51,21
"13756","Botetourt","Virginia",6,63.48,0.786,0.366,51,23
"13757","Bristol","Virginia",5,74.99,1,1,2,60
"13758","Bristol","Virginia",5,74.99,1,1,25,5
"13759","Bristol","Virginia",5,74.99,1,1,44,1
"13760","Bristol","Virginia",5,74.99,1,1,51,520
"13761","Brunswick","Virginia",4,70,0.271,0,37,19
"13762","Brunswick","Virginia",4,70,0.271,0,51,25
"13763","Buchanan","Virginia",3,61.99,1,1,19,19
"13764","Buchanan","Virginia",3,61.99,1,1,29,21
"13765","Buchanan","Virginia",3,61.99,1,1,51,27
"13766","Buckingham","Virginia",3,62.5,0.42,0.008,51,29
"13767","Buena Vista","Virginia",3,79.99,0.987,0,NA,NA
"13768","Campbell","Virginia",4,63.74,0.81,0,21,37
"13769","Campbell","Virginia",4,63.74,0.81,0,46,21
"13770","Campbell","Virginia",4,63.74,0.81,0,47,13
"13771","Campbell","Virginia",4,63.74,0.81,0,51,31
"13772","Campbell","Virginia",4,63.74,0.81,0,56,5
"13773","Caroline","Virginia",3,58.32,0.662,0.012,24,11
"13774","Caroline","Virginia",3,58.32,0.662,0.012,51,33
"13775","Carroll","Virginia",6,61.64,0.694,0.003,5,15
"13776","Carroll","Virginia",6,61.64,0.694,0.003,13,45
"13777","Carroll","Virginia",6,61.64,0.694,0.003,17,15
"13778","Carroll","Virginia",6,61.64,0.694,0.003,18,15
"13779","Carroll","Virginia",6,61.64,0.694,0.003,19,27
"13780","Carroll","Virginia",6,61.64,0.694,0.003,21,41
"13781","Carroll","Virginia",6,61.64,0.694,0.003,24,13
"13782","Carroll","Virginia",6,61.64,0.694,0.003,28,15
"13783","Carroll","Virginia",6,61.64,0.694,0.003,29,33
"13784","Carroll","Virginia",6,61.64,0.694,0.003,33,3
"13785","Carroll","Virginia",6,61.64,0.694,0.003,39,19
"13786","Carroll","Virginia",6,61.64,0.694,0.003,47,17
"13787","Carroll","Virginia",6,61.64,0.694,0.003,51,35
"13788","Charles City","Virginia",0,NA,0,0,NA,NA
"13789","Charlotte","Virginia",3,65,0.302,0.031,12,15
"13790","Charlotte","Virginia",3,65,0.302,0.031,51,37
"13791","Charlottesville","Virginia",5,69.74,0.993,0.708,51,540
"13792","Chesapeake","Virginia",3,67.74,0.987,0.647,51,550
"13793","Chesterfield","Virginia",2,60.24,0.983,0.826,45,25
"13794","Chesterfield","Virginia",2,60.24,0.983,0.826,51,41
"13795","Clarke","Virginia",1,68.75,0.636,0,1,25
"13796","Clarke","Virginia",1,68.75,0.636,0,13,59
"13797","Clarke","Virginia",1,68.75,0.636,0,19,39
"13798","Clarke","Virginia",1,68.75,0.636,0,28,23
"13799","Clarke","Virginia",1,68.75,0.636,0,51,43
"13800","Colonial Heights","Virginia",1,79.99,0.985,0,NA,NA
"13801","Covington","Virginia",3,58.73,0.997,0.466,1,39
"13802","Covington","Virginia",3,58.73,0.997,0.466,28,31
"13803","Covington","Virginia",3,58.73,0.997,0.466,51,580
"13804","Craig","Virginia",3,61.16,0.647,0.009,40,35
"13805","Craig","Virginia",3,61.16,0.647,0.009,51,45
"13806","Culpeper","Virginia",2,66.99,0.846,0.282,51,47
"13807","Cumberland","Virginia",4,65,0.201,0,17,35
"13808","Cumberland","Virginia",4,65,0.201,0,21,57
"13809","Cumberland","Virginia",4,65,0.201,0,23,5
"13810","Cumberland","Virginia",4,65,0.201,0,34,11
"13811","Cumberland","Virginia",4,65,0.201,0,37,51
"13812","Cumberland","Virginia",4,65,0.201,0,42,41
"13813","Cumberland","Virginia",4,65,0.201,0,47,35
"13814","Cumberland","Virginia",4,65,0.201,0,51,49
"13815","Danville","Virginia",3,74.98,0.996,0.148,51,590
"13816","Dickenson","Virginia",3,70,0.977,0.841,51,51
"13817","Dinwiddie","Virginia",1,62.5,0.548,0,51,53
"13818","Emporia","Virginia",1,62.5,0.974,0,51,595
"13819","Essex","Virginia",1,39.99,0.691,0,25,9
"13820","Essex","Virginia",1,39.99,0.691,0,34,13
"13821","Essex","Virginia",1,39.99,0.691,0,36,31
"13822","Essex","Virginia",1,39.99,0.691,0,50,9
"13823","Essex","Virginia",1,39.99,0.691,0,51,57
"13824","Fairfax City","Virginia",2,66.99,0.969,0.939,NA,NA
"13825","Fairfax County","Virginia",3,106.13,0.983,0.933,NA,NA
"13826","Falls Church","Virginia",4,60.24,0.992,0.992,NA,NA
"13827","Fauquier","Virginia",2,66.49,0.709,0.003,51,61
"13828","Floyd","Virginia",4,61.47,0.641,0.256,13,115
"13829","Floyd","Virginia",4,61.47,0.641,0.256,18,43
"13830","Floyd","Virginia",4,61.47,0.641,0.256,19,67
"13831","Floyd","Virginia",4,61.47,0.641,0.256,21,71
"13832","Floyd","Virginia",4,61.47,0.641,0.256,48,153
"13833","Floyd","Virginia",4,61.47,0.641,0.256,51,63
"13834","Fluvanna","Virginia",5,79.99,0.85,0.015,51,65
"13835","Franklin City","Virginia",2,74.99,1,0,NA,NA
"13836","Franklin County","Virginia",5,62.65,0.822,0.004,NA,NA
"13837","Frederick","Virginia",2,63.99,0.824,0.13,24,21
"13838","Frederick","Virginia",2,63.99,0.824,0.13,51,69
"13839","Fredericksburg","Virginia",3,66.99,0.953,0.866,51,630
"13840","Galax","Virginia",5,56.23,0.965,0.048,51,640
"13841","Giles","Virginia",1,54.98,0.734,0,47,55
"13842","Giles","Virginia",1,54.98,0.734,0,51,71
"13843","Gloucester","Virginia",1,52.99,0.943,0,34,15
"13844","Gloucester","Virginia",1,52.99,0.943,0,51,73
"13845","Goochland","Virginia",1,66.99,0.67,0,51,75
"13846","Grayson","Virginia",6,58.73,0.747,0.219,21,85
"13847","Grayson","Virginia",6,58.73,0.747,0.219,48,181
"13848","Grayson","Virginia",6,58.73,0.747,0.219,51,77
"13849","Greene","Virginia",3,79.99,0.857,0,1,63
"13850","Greene","Virginia",3,79.99,0.857,0,5,55
"13851","Greene","Virginia",3,79.99,0.857,0,13,133
"13852","Greene","Virginia",3,79.99,0.857,0,17,61
"13853","Greene","Virginia",3,79.99,0.857,0,18,55
"13854","Greene","Virginia",3,79.99,0.857,0,19,73
"13855","Greene","Virginia",3,79.99,0.857,0,28,41
"13856","Greene","Virginia",3,79.99,0.857,0,29,77
"13857","Greene","Virginia",3,79.99,0.857,0,36,39
"13858","Greene","Virginia",3,79.99,0.857,0,37,79
"13859","Greene","Virginia",3,79.99,0.857,0,39,57
"13860","Greene","Virginia",3,79.99,0.857,0,42,59
"13861","Greene","Virginia",3,79.99,0.857,0,47,59
"13862","Greene","Virginia",3,79.99,0.857,0,51,79
"13863","Greensville","Virginia",1,74.99,0.286,0,51,81
"13864","Halifax","Virginia",5,65.24,0.528,0.015,37,83
"13865","Halifax","Virginia",5,65.24,0.528,0.015,51,83
"13866","Hampton","Virginia",2,60.49,0.978,0.681,45,49
"13867","Hampton","Virginia",2,60.49,0.978,0.681,51,650
"13868","Hanover","Virginia",4,66.99,0.901,0.016,51,85
"13869","Harrisonburg","Virginia",2,62.47,0.922,0.018,51,660
"13870","Henrico","Virginia",2,68.99,0.991,0.877,51,87
"13871","Henry","Virginia",3,64.99,0.965,0,1,67
"13872","Henry","Virginia",3,64.99,0.965,0,13,151
"13873","Henry","Virginia",3,64.99,0.965,0,17,73
"13874","Henry","Virginia",3,64.99,0.965,0,18,65
"13875","Henry","Virginia",3,64.99,0.965,0,19,87
"13876","Henry","Virginia",3,64.99,0.965,0,21,103
"13877","Henry","Virginia",3,64.99,0.965,0,29,83
"13878","Henry","Virginia",3,64.99,0.965,0,39,69
"13879","Henry","Virginia",3,64.99,0.965,0,47,79
"13880","Henry","Virginia",3,64.99,0.965,0,51,89
"13881","Highland","Virginia",1,67.47,0.006,0.006,39,71
"13882","Highland","Virginia",1,67.47,0.006,0.006,51,91
"13883","Hopewell","Virginia",1,67.49,0.986,0,51,670
"13884","Isle of Wight","Virginia",2,63.66,0.857,0.034,NA,NA
"13885","James City","Virginia",3,66.99,0.963,0.051,NA,NA
"13886","King and Queen","Virginia",1,52.99,0.177,0,NA,NA
"13887","King George","Virginia",3,58.32,0.922,0.02,NA,NA
"13888","King William","Virginia",1,65.99,0.208,0,NA,NA
"13889","Lancaster","Virginia",1,61.99,0.703,0,31,109
"13890","Lancaster","Virginia",1,61.99,0.703,0,42,71
"13891","Lancaster","Virginia",1,61.99,0.703,0,45,57
"13892","Lancaster","Virginia",1,61.99,0.703,0,51,103
"13893","Lee","Virginia",3,79.99,0.896,0.75,1,81
"13894","Lee","Virginia",3,79.99,0.896,0.75,5,77
"13895","Lee","Virginia",3,79.99,0.896,0.75,12,71
"13896","Lee","Virginia",3,79.99,0.896,0.75,13,177
"13897","Lee","Virginia",3,79.99,0.896,0.75,17,103
"13898","Lee","Virginia",3,79.99,0.896,0.75,19,111
"13899","Lee","Virginia",3,79.99,0.896,0.75,21,129
"13900","Lee","Virginia",3,79.99,0.896,0.75,28,81
"13901","Lee","Virginia",3,79.99,0.896,0.75,37,105
"13902","Lee","Virginia",3,79.99,0.896,0.75,45,61
"13903","Lee","Virginia",3,79.99,0.896,0.75,48,287
