"","state","county","percent_of_adults_with_less_than_a_high_school_diploma_2014_18","percent_of_adults_with_a_high_school_diploma_only_2014_18","percent_of_adults_completing_some_college_or_associates_degree_2014_18","percent_of_adults_with_a_bachelors_degree_or_higher_2014_18","state_fips_code","county_fips_code"
"14345","WV","Wayne",20.2,40.1,24.6,15.1,29,223
"14346","WV","Wayne",20.2,40.1,24.6,15.1,31,179
"14347","WV","Wayne",20.2,40.1,24.6,15.1,36,117
"14348","WV","Wayne",20.2,40.1,24.6,15.1,37,191
"14349","WV","Wayne",20.2,40.1,24.6,15.1,39,169
"14350","WV","Wayne",20.2,40.1,24.6,15.1,42,127
"14351","WV","Wayne",20.2,40.1,24.6,15.1,47,181
"14352","WV","Wayne",20.2,40.1,24.6,15.1,49,55
"14353","WV","Wayne",20.2,40.1,24.6,15.1,54,99
"14354","WV","Webster",20.8,49.7,20.2,9.3,13,307
"14355","WV","Webster",20.8,49.7,20.2,9.3,19,187
"14356","WV","Webster",20.8,49.7,20.2,9.3,21,233
"14357","WV","Webster",20.8,49.7,20.2,9.3,22,119
"14358","WV","Webster",20.8,49.7,20.2,9.3,28,155
"14359","WV","Webster",20.8,49.7,20.2,9.3,29,225
"14360","WV","Webster",20.8,49.7,20.2,9.3,31,181
"14361","WV","Webster",20.8,49.7,20.2,9.3,54,101
"14362","WV","Wetzel",13.9,50.7,22.8,12.7,54,103
"14363","WV","Wirt",16,43.2,31.1,9.7,54,105
"14364","WV","Wood",10.3,34.9,33,21.8,39,173
"14365","WV","Wood",10.3,34.9,33,21.8,48,499
"14366","WV","Wood",10.3,34.9,33,21.8,54,107
"14367","WV","Wood",10.3,34.9,33,21.8,55,141
"14368","WV","Wyoming",20,49.1,21.4,9.5,36,121
"14369","WV","Wyoming",20,49.1,21.4,9.5,42,131
"14370","WV","Wyoming",20,49.1,21.4,9.5,54,109
"14371","WI","Adams",12.9,42.8,31.9,12.4,8,1
"14372","WI","Adams",12.9,42.8,31.9,12.4,16,3
"14373","WI","Adams",12.9,42.8,31.9,12.4,17,1
"14374","WI","Adams",12.9,42.8,31.9,12.4,18,1
"14375","WI","Adams",12.9,42.8,31.9,12.4,19,3
"14376","WI","Adams",12.9,42.8,31.9,12.4,28,1
"14377","WI","Adams",12.9,42.8,31.9,12.4,31,1
"14378","WI","Adams",12.9,42.8,31.9,12.4,38,1
"14379","WI","Adams",12.9,42.8,31.9,12.4,39,1
"14380","WI","Adams",12.9,42.8,31.9,12.4,42,1
"14381","WI","Adams",12.9,42.8,31.9,12.4,53,1
"14382","WI","Adams",12.9,42.8,31.9,12.4,55,1
"14383","WI","Ashland",7.9,35.6,35.4,21.1,39,5
"14384","WI","Ashland",7.9,35.6,35.4,21.1,55,3
"14385","WI","Barron",9.8,37.1,33.2,19.9,55,5
"14386","WI","Bayfield",5.1,28.8,35.6,30.5,55,7
"14387","WI","Brown",8,30.2,32.1,29.6,17,9
"14388","WI","Brown",8,30.2,32.1,29.6,18,13
"14389","WI","Brown",8,30.2,32.1,29.6,20,13
"14390","WI","Brown",8,30.2,32.1,29.6,27,15
"14391","WI","Brown",8,30.2,32.1,29.6,31,17
"14392","WI","Brown",8,30.2,32.1,29.6,39,15
"14393","WI","Brown",8,30.2,32.1,29.6,46,13
"14394","WI","Brown",8,30.2,32.1,29.6,48,49
"14395","WI","Brown",8,30.2,32.1,29.6,55,9
"14396","WI","Buffalo",8.3,41.5,32.2,17.9,31,19
"14397","WI","Buffalo",8.3,41.5,32.2,17.9,46,17
"14398","WI","Buffalo",8.3,41.5,32.2,17.9,55,11
"14399","WI","Burnett",6.9,37.8,35.2,20,55,13
"14400","WI","Calumet",6,31.6,33.6,28.7,55,15
"14401","WI","Chippewa",7.5,36.3,36.1,20.1,26,33
"14402","WI","Chippewa",7.5,36.3,36.1,20.1,27,23
"14403","WI","Chippewa",7.5,36.3,36.1,20.1,55,17
"14404","WI","Clark",18.1,41.6,28.9,11.5,5,19
"14405","WI","Clark",18.1,41.6,28.9,11.5,16,33
"14406","WI","Clark",18.1,41.6,28.9,11.5,17,23
"14407","WI","Clark",18.1,41.6,28.9,11.5,18,19
"14408","WI","Clark",18.1,41.6,28.9,11.5,20,25
"14409","WI","Clark",18.1,41.6,28.9,11.5,21,49
"14410","WI","Clark",18.1,41.6,28.9,11.5,29,45
"14411","WI","Clark",18.1,41.6,28.9,11.5,32,3
"14412","WI","Clark",18.1,41.6,28.9,11.5,39,23
"14413","WI","Clark",18.1,41.6,28.9,11.5,46,25
"14414","WI","Clark",18.1,41.6,28.9,11.5,53,11
"14415","WI","Clark",18.1,41.6,28.9,11.5,55,19
"14416","WI","Columbia",7,33.9,35.9,23.2,5,27
"14417","WI","Columbia",7,33.9,35.9,23.2,12,23
"14418","WI","Columbia",7,33.9,35.9,23.2,13,73
"14419","WI","Columbia",7,33.9,35.9,23.2,36,21
"14420","WI","Columbia",7,33.9,35.9,23.2,41,9
"14421","WI","Columbia",7,33.9,35.9,23.2,42,37
"14422","WI","Columbia",7,33.9,35.9,23.2,53,13
"14423","WI","Columbia",7,33.9,35.9,23.2,55,21
"14424","WI","Crawford",9,40.2,33,17.8,5,33
"14425","WI","Crawford",9,40.2,33,17.8,13,79
"14426","WI","Crawford",9,40.2,33,17.8,17,33
"14427","WI","Crawford",9,40.2,33,17.8,18,25
"14428","WI","Crawford",9,40.2,33,17.8,19,47
"14429","WI","Crawford",9,40.2,33,17.8,20,37
"14430","WI","Crawford",9,40.2,33,17.8,26,39
"14431","WI","Crawford",9,40.2,33,17.8,29,55
"14432","WI","Crawford",9,40.2,33,17.8,39,33
"14433","WI","Crawford",9,40.2,33,17.8,42,39
"14434","WI","Crawford",9,40.2,33,17.8,55,23
"14435","WI","Dane",4.4,17.9,27,50.7,55,25
"14436","WI","Dodge",9,41.7,32.7,16.5,13,91
"14437","WI","Dodge",9,41.7,32.7,16.5,27,39
"14438","WI","Dodge",9,41.7,32.7,16.5,31,53
"14439","WI","Dodge",9,41.7,32.7,16.5,55,27
"14440","WI","Door",6,31.1,30.7,32.1,55,29
"14441","WI","Douglas",6.6,31.1,38.4,24,8,35
"14442","WI","Douglas",6.6,31.1,38.4,24,13,97
"14443","WI","Douglas",6.6,31.1,38.4,24,17,41
"14444","WI","Douglas",6.6,31.1,38.4,24,20,45
"14445","WI","Douglas",6.6,31.1,38.4,24,27,41
"14446","WI","Douglas",6.6,31.1,38.4,24,29,67
"14447","WI","Douglas",6.6,31.1,38.4,24,31,55
"14448","WI","Douglas",6.6,31.1,38.4,24,32,5
"14449","WI","Douglas",6.6,31.1,38.4,24,41,19
"14450","WI","Douglas",6.6,31.1,38.4,24,46,43
"14451","WI","Douglas",6.6,31.1,38.4,24,53,17
"14452","WI","Douglas",6.6,31.1,38.4,24,55,31
"14453","WI","Dunn",6.4,34.1,31.5,28,38,25
"14454","WI","Dunn",6.4,34.1,31.5,28,55,33
"14455","WI","Eau",6.5,25.3,36.4,31.8,55,35
"14456","WI","Florence",6.9,39,35.8,18.3,45,41
"14457","WI","Florence",6.9,39,35.8,18.3,55,37
"14458","WI","Fond du Lac",8.3,36.6,32.4,22.7,NA,NA
"14459","WI","Forest",11.3,38.6,34.6,15.6,42,53
"14460","WI","Forest",11.3,38.6,34.6,15.6,55,41
"14461","WI","Grant",7.7,36.4,32.9,23,5,53
"14462","WI","Grant",7.7,36.4,32.9,23,18,53
"14463","WI","Grant",7.7,36.4,32.9,23,20,67
"14464","WI","Grant",7.7,36.4,32.9,23,21,81
"14465","WI","Grant",7.7,36.4,32.9,23,22,43
"14466","WI","Grant",7.7,36.4,32.9,23,27,51
"14467","WI","Grant",7.7,36.4,32.9,23,31,75
"14468","WI","Grant",7.7,36.4,32.9,23,35,17
"14469","WI","Grant",7.7,36.4,32.9,23,38,37
"14470","WI","Grant",7.7,36.4,32.9,23,40,53
"14471","WI","Grant",7.7,36.4,32.9,23,41,23
"14472","WI","Grant",7.7,36.4,32.9,23,46,51
"14473","WI","Grant",7.7,36.4,32.9,23,53,25
"14474","WI","Grant",7.7,36.4,32.9,23,54,23
"14475","WI","Grant",7.7,36.4,32.9,23,55,43
"14476","WI","Green",7.5,35.9,33.5,23,21,87
"14477","WI","Green",7.5,35.9,33.5,23,55,45
"14478","WI","Green",7.5,35.9,33.5,23,55,47
"14479","WI","Green Lake",10.8,39.9,30,19.3,NA,NA
"14480","WI","Iowa",5.1,35.1,35.5,24.3,19,95
"14481","WI","Iowa",5.1,35.1,35.5,24.3,55,49
"14482","WI","Iron",6.3,33.8,39.9,20,26,71
"14483","WI","Iron",6.3,33.8,39.9,20,29,93
"14484","WI","Iron",6.3,33.8,39.9,20,49,21
"14485","WI","Iron",6.3,33.8,39.9,20,55,51
"14486","WI","Jackson",11.6,40,34,14.4,1,71
"14487","WI","Jackson",11.6,40,34,14.4,5,67
"14488","WI","Jackson",11.6,40,34,14.4,8,57
"14489","WI","Jackson",11.6,40,34,14.4,12,63
"14490","WI","Jackson",11.6,40,34,14.4,13,157
"14491","WI","Jackson",11.6,40,34,14.4,17,77
"14492","WI","Jackson",11.6,40,34,14.4,18,71
"14493","WI","Jackson",11.6,40,34,14.4,19,97
"14494","WI","Jackson",11.6,40,34,14.4,20,85
"14495","WI","Jackson",11.6,40,34,14.4,21,109
"14496","WI","Jackson",11.6,40,34,14.4,22,49
"14497","WI","Jackson",11.6,40,34,14.4,26,75
"14498","WI","Jackson",11.6,40,34,14.4,27,63
"14499","WI","Jackson",11.6,40,34,14.4,28,59
"14500","WI","Jackson",11.6,40,34,14.4,29,95
"14501","WI","Jackson",11.6,40,34,14.4,37,99
"14502","WI","Jackson",11.6,40,34,14.4,39,79
"14503","WI","Jackson",11.6,40,34,14.4,40,65
"14504","WI","Jackson",11.6,40,34,14.4,41,29
"14505","WI","Jackson",11.6,40,34,14.4,46,71
"14506","WI","Jackson",11.6,40,34,14.4,47,87
"14507","WI","Jackson",11.6,40,34,14.4,48,239
"14508","WI","Jackson",11.6,40,34,14.4,54,35
"14509","WI","Jackson",11.6,40,34,14.4,55,53
"14510","WI","Jefferson",8.5,33.8,32.9,24.8,1,73
"14511","WI","Jefferson",8.5,33.8,32.9,24.8,5,69
"14512","WI","Jefferson",8.5,33.8,32.9,24.8,8,59
"14513","WI","Jefferson",8.5,33.8,32.9,24.8,12,65
"14514","WI","Jefferson",8.5,33.8,32.9,24.8,13,163
"14515","WI","Jefferson",8.5,33.8,32.9,24.8,16,51
"14516","WI","Jefferson",8.5,33.8,32.9,24.8,17,81
"14517","WI","Jefferson",8.5,33.8,32.9,24.8,18,77
"14518","WI","Jefferson",8.5,33.8,32.9,24.8,19,101
"14519","WI","Jefferson",8.5,33.8,32.9,24.8,20,87
"14520","WI","Jefferson",8.5,33.8,32.9,24.8,21,111
"14521","WI","Jefferson",8.5,33.8,32.9,24.8,22,51
"14522","WI","Jefferson",8.5,33.8,32.9,24.8,22,53
"14523","WI","Jefferson",8.5,33.8,32.9,24.8,28,63
"14524","WI","Jefferson",8.5,33.8,32.9,24.8,28,65
"14525","WI","Jefferson",8.5,33.8,32.9,24.8,29,99
"14526","WI","Jefferson",8.5,33.8,32.9,24.8,30,43
"14527","WI","Jefferson",8.5,33.8,32.9,24.8,31,95
"14528","WI","Jefferson",8.5,33.8,32.9,24.8,36,45
"14529","WI","Jefferson",8.5,33.8,32.9,24.8,39,81
"14530","WI","Jefferson",8.5,33.8,32.9,24.8,40,67
"14531","WI","Jefferson",8.5,33.8,32.9,24.8,41,31
"14532","WI","Jefferson",8.5,33.8,32.9,24.8,42,65
"14533","WI","Jefferson",8.5,33.8,32.9,24.8,47,89
"14534","WI","Jefferson",8.5,33.8,32.9,24.8,48,245
"14535","WI","Jefferson",8.5,33.8,32.9,24.8,53,31
"14536","WI","Jefferson",8.5,33.8,32.9,24.8,54,37
"14537","WI","Jefferson",8.5,33.8,32.9,24.8,55,55
"14538","WI","Juneau",11.9,41.8,32.7,13.6,2,110
"14539","WI","Juneau",11.9,41.8,32.7,13.6,55,57
"14540","WI","Kenosha",9.8,31,33.4,25.7,55,59
"14541","WI","Kewaunee",7.1,40.8,33,19.1,55,61
"14542","WI","La",5.4,25.4,34.9,34.3,4,12
"14543","WI","La",5.4,25.4,34.9,34.3,8,67
"14544","WI","La",5.4,25.4,34.9,34.3,48,283
"14545","WI","La",5.4,25.4,34.9,34.3,55,63
"14546","WI","Lafayette",9.8,38.9,32.4,18.9,5,73
"14547","WI","Lafayette",9.8,38.9,32.4,18.9,12,67
"14548","WI","Lafayette",9.8,38.9,32.4,18.9,22,55
"14549","WI","Lafayette",9.8,38.9,32.4,18.9,28,71
"14550","WI","Lafayette",9.8,38.9,32.4,18.9,29,107
"14551","WI","Lafayette",9.8,38.9,32.4,18.9,55,65
"14552","WI","Langlade",9.4,42.5,31.6,16.5,55,67
"14553","WI","Lincoln",8.7,38.5,34.5,18.3,5,79
"14554","WI","Lincoln",8.7,38.5,34.5,18.3,8,73
"14555","WI","Lincoln",8.7,38.5,34.5,18.3,13,181
"14556","WI","Lincoln",8.7,38.5,34.5,18.3,16,63
"14557","WI","Lincoln",8.7,38.5,34.5,18.3,20,105
"14558","WI","Lincoln",8.7,38.5,34.5,18.3,21,137
"14559","WI","Lincoln",8.7,38.5,34.5,18.3,22,61
"14560","WI","Lincoln",8.7,38.5,34.5,18.3,23,15
"14561","WI","Lincoln",8.7,38.5,34.5,18.3,27,81
"14562","WI","Lincoln",8.7,38.5,34.5,18.3,28,85
"14563","WI","Lincoln",8.7,38.5,34.5,18.3,29,113
"14564","WI","Lincoln",8.7,38.5,34.5,18.3,30,53
"14565","WI","Lincoln",8.7,38.5,34.5,18.3,31,111
"14566","WI","Lincoln",8.7,38.5,34.5,18.3,32,17
"14567","WI","Lincoln",8.7,38.5,34.5,18.3,35,27
"14568","WI","Lincoln",8.7,38.5,34.5,18.3,37,109
"14569","WI","Lincoln",8.7,38.5,34.5,18.3,40,81
"14570","WI","Lincoln",8.7,38.5,34.5,18.3,41,41
"14571","WI","Lincoln",8.7,38.5,34.5,18.3,46,83
"14572","WI","Lincoln",8.7,38.5,34.5,18.3,47,103
"14573","WI","Lincoln",8.7,38.5,34.5,18.3,53,43
"14574","WI","Lincoln",8.7,38.5,34.5,18.3,54,43
"14575","WI","Lincoln",8.7,38.5,34.5,18.3,55,69
"14576","WI","Lincoln",8.7,38.5,34.5,18.3,56,23
"14577","WI","Manitowoc",8.7,38.5,32.8,19.9,55,71
"14578","WI","Marathon",8.3,34.5,31.6,25.6,55,73
"14579","WI","Marinette",8.9,42.9,33.2,15,55,75
"14580","WI","Marquette",11.6,41.8,32.5,14.2,26,103
"14581","WI","Marquette",11.6,41.8,32.5,14.2,55,77
"14582","WI","Menominee",8.8,43.4,30.6,17.2,26,109
"14583","WI","Menominee",8.8,43.4,30.6,17.2,55,78
"14584","WI","Milwaukee",12.2,28.2,29.1,30.5,55,79
"14585","WI","Monroe",9.7,37.3,33,19.9,1,99
"14586","WI","Monroe",9.7,37.3,33,19.9,5,95
"14587","WI","Monroe",9.7,37.3,33,19.9,12,87
"14588","WI","Monroe",9.7,37.3,33,19.9,13,207
"14589","WI","Monroe",9.7,37.3,33,19.9,17,133
"14590","WI","Monroe",9.7,37.3,33,19.9,18,105
"14591","WI","Monroe",9.7,37.3,33,19.9,19,135
"14592","WI","Monroe",9.7,37.3,33,19.9,21,171
"14593","WI","Monroe",9.7,37.3,33,19.9,26,115
"14594","WI","Monroe",9.7,37.3,33,19.9,28,95
"14595","WI","Monroe",9.7,37.3,33,19.9,29,137
"14596","WI","Monroe",9.7,37.3,33,19.9,36,55
"14597","WI","Monroe",9.7,37.3,33,19.9,39,111
"14598","WI","Monroe",9.7,37.3,33,19.9,42,89
"14599","WI","Monroe",9.7,37.3,33,19.9,47,123
"14600","WI","Monroe",9.7,37.3,33,19.9,54,63
"14601","WI","Monroe",9.7,37.3,33,19.9,55,81
"14602","WI","Oconto",9.7,43.3,31.1,16,55,83
"14603","WI","Oneida",7.1,32.4,33.5,27.1,16,71
"14604","WI","Oneida",7.1,32.4,33.5,27.1,36,65
"14605","WI","Oneida",7.1,32.4,33.5,27.1,55,85
"14606","WI","Outagamie",6.3,32.3,32.5,28.9,55,87
"14607","WI","Ozaukee",3.6,20,28,48.4,55,89
"14608","WI","Pepin",9,39.7,32.1,19.2,55,91
"14609","WI","Pierce",5.2,32.6,34,28.2,13,229
"14610","WI","Pierce",5.2,32.6,34,28.2,31,139
"14611","WI","Pierce",5.2,32.6,34,28.2,38,69
"14612","WI","Pierce",5.2,32.6,34,28.2,53,53
"14613","WI","Pierce",5.2,32.6,34,28.2,55,93
"14614","WI","Polk",6.5,37.7,35.3,20.4,5,113
"14615","WI","Polk",6.5,37.7,35.3,20.4,12,105
"14616","WI","Polk",6.5,37.7,35.3,20.4,13,233
"14617","WI","Polk",6.5,37.7,35.3,20.4,19,153
"14618","WI","Polk",6.5,37.7,35.3,20.4,27,119
"14619","WI","Polk",6.5,37.7,35.3,20.4,29,167
"14620","WI","Polk",6.5,37.7,35.3,20.4,31,143
"14621","WI","Polk",6.5,37.7,35.3,20.4,37,149
"14622","WI","Polk",6.5,37.7,35.3,20.4,41,53
"14623","WI","Polk",6.5,37.7,35.3,20.4,47,139
"14624","WI","Polk",6.5,37.7,35.3,20.4,48,373
"14625","WI","Polk",6.5,37.7,35.3,20.4,55,95
"14626","WI","Portage",6.7,31.8,29.5,32,39,133
"14627","WI","Portage",6.7,31.8,29.5,32,55,97
"14628","WI","Price",8.8,40.3,34,16.9,55,99
"14629","WI","Racine",10,31.6,33.7,24.7,55,101
"14630","WI","Richland",10,40.9,30.2,18.9,17,159
"14631","WI","Richland",10,40.9,30.2,18.9,22,83
"14632","WI","Richland",10,40.9,30.2,18.9,30,83
"14633","WI","Richland",10,40.9,30.2,18.9,38,77
"14634","WI","Richland",10,40.9,30.2,18.9,39,139
"14635","WI","Richland",10,40.9,30.2,18.9,45,79
"14636","WI","Richland",10,40.9,30.2,18.9,55,103
"14637","WI","Rock",9.4,36.4,32.4,21.8,17,161
"14638","WI","Rock",9.4,36.4,32.4,21.8,27,133
"14639","WI","Rock",9.4,36.4,32.4,21.8,31,149
"14640","WI","Rock",9.4,36.4,32.4,21.8,55,105
"14641","WI","Rusk",13.3,41,29.9,15.8,48,401
"14642","WI","Rusk",13.3,41,29.9,15.8,55,107
"14643","WI","St.",3.7,25.9,36.7,33.7,NA,NA
"14644","WI","Sauk",9.3,34.4,32.4,23.8,55,111
"14645","WI","Sawyer",8.3,34.5,34,23.2,55,113
"14646","WI","Shawano",8.7,44.5,30.7,16.1,55,115
"14647","WI","Sheboygan",7.3,36.3,32.4,23.9,55,117
"14648","WI","Taylor",11.4,45.1,28.8,14.7,12,123
"14649","WI","Taylor",11.4,45.1,28.8,14.7,13,269
"14650","WI","Taylor",11.4,45.1,28.8,14.7,19,173
"14651","WI","Taylor",11.4,45.1,28.8,14.7,21,217
"14652","WI","Taylor",11.4,45.1,28.8,14.7,48,441
"14653","WI","Taylor",11.4,45.1,28.8,14.7,54,91
"14654","WI","Taylor",11.4,45.1,28.8,14.7,55,119
"14655","WI","Trempealeau",10.2,38.8,31.6,19.4,55,121
"14656","WI","Vernon",11.4,37.6,29.1,21.8,22,115
"14657","WI","Vernon",11.4,37.6,29.1,21.8,29,217
"14658","WI","Vernon",11.4,37.6,29.1,21.8,55,123
"14659","WI","Vilas",6.7,31.1,35.1,27.1,55,125
"14660","WI","Walworth",9.4,31.6,30.7,28.3,46,129
"14661","WI","Walworth",9.4,31.6,30.7,28.3,55,127
"14662","WI","Washburn",7.7,35.9,34.1,22.3,55,129
"14663","WI","Washington",5.2,30.3,33.8,30.7,1,129
"14664","WI","Washington",5.2,30.3,33.8,30.7,5,143
"14665","WI","Washington",5.2,30.3,33.8,30.7,8,121
"14666","WI","Washington",5.2,30.3,33.8,30.7,12,133
"14667","WI","Washington",5.2,30.3,33.8,30.7,13,303
"14668","WI","Washington",5.2,30.3,33.8,30.7,16,87
"14669","WI","Washington",5.2,30.3,33.8,30.7,17,189
"14670","WI","Washington",5.2,30.3,33.8,30.7,18,175
"14671","WI","Washington",5.2,30.3,33.8,30.7,19,183
"14672","WI","Washington",5.2,30.3,33.8,30.7,20,201
"14673","WI","Washington",5.2,30.3,33.8,30.7,21,229
"14674","WI","Washington",5.2,30.3,33.8,30.7,22,117
"14675","WI","Washington",5.2,30.3,33.8,30.7,23,29
"14676","WI","Washington",5.2,30.3,33.8,30.7,24,43
"14677","WI","Washington",5.2,30.3,33.8,30.7,27,163
"14678","WI","Washington",5.2,30.3,33.8,30.7,28,151
"14679","WI","Washington",5.2,30.3,33.8,30.7,29,221
"14680","WI","Washington",5.2,30.3,33.8,30.7,31,177
"14681","WI","Washington",5.2,30.3,33.8,30.7,36,115
"14682","WI","Washington",5.2,30.3,33.8,30.7,37,187
"14683","WI","Washington",5.2,30.3,33.8,30.7,39,167
"14684","WI","Washington",5.2,30.3,33.8,30.7,40,147
"14685","WI","Washington",5.2,30.3,33.8,30.7,41,67
"14686","WI","Washington",5.2,30.3,33.8,30.7,42,125
"14687","WI","Washington",5.2,30.3,33.8,30.7,44,9
"14688","WI","Washington",5.2,30.3,33.8,30.7,47,179
"14689","WI","Washington",5.2,30.3,33.8,30.7,48,477
"14690","WI","Washington",5.2,30.3,33.8,30.7,49,53
"14691","WI","Washington",5.2,30.3,33.8,30.7,50,23
"14692","WI","Washington",5.2,30.3,33.8,30.7,51,191
"14693","WI","Washington",5.2,30.3,33.8,30.7,55,131
"14694","WI","Waukesha",3.9,23.1,29.2,43.8,55,133
"14695","WI","Waupaca",8.1,42.8,30,19.1,55,135
"14696","WI","Waushara",13.8,41.8,28.7,15.7,55,137
"14697","WI","Winnebago",7.2,33.6,31.9,27.3,17,201
"14698","WI","Winnebago",7.2,33.6,31.9,27.3,19,189
"14699","WI","Winnebago",7.2,33.6,31.9,27.3,55,139
"14700","WI","Wood",7.2,37.7,33.5,21.6,39,173
"14701","WI","Wood",7.2,37.7,33.5,21.6,48,499
"14702","WI","Wood",7.2,37.7,33.5,21.6,54,107
"14703","WI","Wood",7.2,37.7,33.5,21.6,55,141
"14704","WY","Albany",4,16,30,49.9,36,1
"14705","WY","Albany",4,16,30,49.9,56,1
"14706","WY","Big Horn",10.1,29.1,42.1,18.8,NA,NA
"14707","WY","Campbell",7.7,34,39,19.2,21,37
"14708","WY","Campbell",7.7,34,39,19.2,46,21
"14709","WY","Campbell",7.7,34,39,19.2,47,13
"14710","WY","Campbell",7.7,34,39,19.2,51,31
"14711","WY","Campbell",7.7,34,39,19.2,56,5
"14712","WY","Carbon",9.8,35.2,34.7,20.3,30,9
"14713","WY","Carbon",9.8,35.2,34.7,20.3,42,25
"14714","WY","Carbon",9.8,35.2,34.7,20.3,49,7
"14715","WY","Carbon",9.8,35.2,34.7,20.3,56,7
"14716","WY","Converse",10.1,38.2,34.5,17.2,56,9
"14717","WY","Crook",6.8,29,41.8,22.4,41,13
"14718","WY","Crook",6.8,29,41.8,22.4,56,11
"14719","WY","Fremont",8.8,31.1,36.6,23.5,8,43
"14720","WY","Fremont",8.8,31.1,36.6,23.5,16,43
"14721","WY","Fremont",8.8,31.1,36.6,23.5,19,71
"14722","WY","Fremont",8.8,31.1,36.6,23.5,56,13
"14723","WY","Goshen",7.4,29.1,39,24.5,56,15
"14724","WY","Hot Springs",5.6,28,43.3,23.1,NA,NA
"14725","WY","Johnson",4.4,29.2,37.5,28.8,5,71
"14726","WY","Johnson",4.4,29.2,37.5,28.8,13,167
"14727","WY","Johnson",4.4,29.2,37.5,28.8,17,87
"14728","WY","Johnson",4.4,29.2,37.5,28.8,18,81
"14729","WY","Johnson",4.4,29.2,37.5,28.8,19,103
"14730","WY","Johnson",4.4,29.2,37.5,28.8,20,91
"14731","WY","Johnson",4.4,29.2,37.5,28.8,21,115
"14732","WY","Johnson",4.4,29.2,37.5,28.8,29,101
"14733","WY","Johnson",4.4,29.2,37.5,28.8,31,97
"14734","WY","Johnson",4.4,29.2,37.5,28.8,47,91
"14735","WY","Johnson",4.4,29.2,37.5,28.8,48,251
"14736","WY","Johnson",4.4,29.2,37.5,28.8,56,19
"14737","WY","Laramie",6.8,25.8,38.7,28.7,56,21
"14738","WY","Lincoln",6.2,31.8,39.5,22.6,5,79
"14739","WY","Lincoln",6.2,31.8,39.5,22.6,8,73
"14740","WY","Lincoln",6.2,31.8,39.5,22.6,13,181
"14741","WY","Lincoln",6.2,31.8,39.5,22.6,16,63
"14742","WY","Lincoln",6.2,31.8,39.5,22.6,20,105
"14743","WY","Lincoln",6.2,31.8,39.5,22.6,21,137
"14744","WY","Lincoln",6.2,31.8,39.5,22.6,22,61
"14745","WY","Lincoln",6.2,31.8,39.5,22.6,23,15
"14746","WY","Lincoln",6.2,31.8,39.5,22.6,27,81
"14747","WY","Lincoln",6.2,31.8,39.5,22.6,28,85
"14748","WY","Lincoln",6.2,31.8,39.5,22.6,29,113
"14749","WY","Lincoln",6.2,31.8,39.5,22.6,30,53
"14750","WY","Lincoln",6.2,31.8,39.5,22.6,31,111
"14751","WY","Lincoln",6.2,31.8,39.5,22.6,32,17
"14752","WY","Lincoln",6.2,31.8,39.5,22.6,35,27
"14753","WY","Lincoln",6.2,31.8,39.5,22.6,37,109
"14754","WY","Lincoln",6.2,31.8,39.5,22.6,40,81
"14755","WY","Lincoln",6.2,31.8,39.5,22.6,41,41
"14756","WY","Lincoln",6.2,31.8,39.5,22.6,46,83
"14757","WY","Lincoln",6.2,31.8,39.5,22.6,47,103
"14758","WY","Lincoln",6.2,31.8,39.5,22.6,53,43
"14759","WY","Lincoln",6.2,31.8,39.5,22.6,54,43
"14760","WY","Lincoln",6.2,31.8,39.5,22.6,55,69
"14761","WY","Lincoln",6.2,31.8,39.5,22.6,56,23
"14762","WY","Natrona",7.5,29,40.8,22.7,56,25
"14763","WY","Niobrara",11.9,31.3,40.2,16.6,56,27
"14764","WY","Park",5.2,26.7,36,32.1,8,93
"14765","WY","Park",5.2,26.7,36,32.1,30,67
"14766","WY","Park",5.2,26.7,36,32.1,56,29
"14767","WY","Platte",6.6,37,34.6,21.7,29,165
"14768","WY","Platte",6.6,37,34.6,21.7,31,141
"14769","WY","Platte",6.6,37,34.6,21.7,56,31
"14770","WY","Sheridan",4.8,24.3,40.9,30,20,179
"14771","WY","Sheridan",4.8,24.3,40.9,30,30,91
"14772","WY","Sheridan",4.8,24.3,40.9,30,31,161
"14773","WY","Sheridan",4.8,24.3,40.9,30,38,83
"14774","WY","Sheridan",4.8,24.3,40.9,30,56,33
"14775","WY","Sublette",3.7,35.5,35.5,25.2,56,35
"14776","WY","Sweetwater",9,33.3,35.7,22,56,37
"14777","WY","Teton",5.6,13.2,23.8,57.4,16,81
"14778","WY","Teton",5.6,13.2,23.8,57.4,30,99
"14779","WY","Teton",5.6,13.2,23.8,57.4,56,39
"14780","WY","Uinta",7.2,40.1,37.2,15.4,56,41
"14781","WY","Washakie",10.4,30.3,37.7,21.5,56,43
"14782","WY","Weston",7.8,35.8,37.3,19.2,56,45
"14783",NA,"St",NA,NA,NA,NA,1,115
"14784",NA,"Aleutians",NA,NA,NA,NA,2,13
"14785",NA,"Aleutians",NA,NA,NA,NA,2,16
"14786",NA,"Anchorage",NA,NA,NA,NA,2,20
"14787",NA,"Denali",NA,NA,NA,NA,2,68
"14788",NA,"Fairbanks",NA,NA,NA,NA,2,90
"14789",NA,"Haines",NA,NA,NA,NA,2,100
"14790",NA,"Hoonah",NA,NA,NA,NA,2,105
"14791",NA,"Kenai",NA,NA,NA,NA,2,122
"14792",NA,"Ketchikan",NA,NA,NA,NA,2,130
"14793",NA,"Kodiak",NA,NA,NA,NA,2,150
