"","state","county","percent_of_adults_with_less_than_a_high_school_diploma_2014_18","percent_of_adults_with_a_high_school_diploma_only_2014_18","percent_of_adults_completing_some_college_or_associates_degree_2014_18","percent_of_adults_with_a_bachelors_degree_or_higher_2014_18","state_fips_code","county_fips_code"
"8773","NE","York",6.3,29.5,36.1,28.1,42,133
"8774","NE","York",6.3,29.5,36.1,28.1,45,91
"8775","NE","York",6.3,29.5,36.1,28.1,51,199
"8776","NV","Churchill",9.1,32.4,41.1,17.5,32,1
"8777","NV","Clark",14.3,28.6,33.2,23.9,5,19
"8778","NV","Clark",14.3,28.6,33.2,23.9,16,33
"8779","NV","Clark",14.3,28.6,33.2,23.9,17,23
"8780","NV","Clark",14.3,28.6,33.2,23.9,18,19
"8781","NV","Clark",14.3,28.6,33.2,23.9,20,25
"8782","NV","Clark",14.3,28.6,33.2,23.9,21,49
"8783","NV","Clark",14.3,28.6,33.2,23.9,29,45
"8784","NV","Clark",14.3,28.6,33.2,23.9,32,3
"8785","NV","Clark",14.3,28.6,33.2,23.9,39,23
"8786","NV","Clark",14.3,28.6,33.2,23.9,46,25
"8787","NV","Clark",14.3,28.6,33.2,23.9,53,11
"8788","NV","Clark",14.3,28.6,33.2,23.9,55,19
"8789","NV","Douglas",6.3,24.1,40.8,28.9,8,35
"8790","NV","Douglas",6.3,24.1,40.8,28.9,13,97
"8791","NV","Douglas",6.3,24.1,40.8,28.9,17,41
"8792","NV","Douglas",6.3,24.1,40.8,28.9,20,45
"8793","NV","Douglas",6.3,24.1,40.8,28.9,27,41
"8794","NV","Douglas",6.3,24.1,40.8,28.9,29,67
"8795","NV","Douglas",6.3,24.1,40.8,28.9,31,55
"8796","NV","Douglas",6.3,24.1,40.8,28.9,32,5
"8797","NV","Douglas",6.3,24.1,40.8,28.9,41,19
"8798","NV","Douglas",6.3,24.1,40.8,28.9,46,43
"8799","NV","Douglas",6.3,24.1,40.8,28.9,53,17
"8800","NV","Douglas",6.3,24.1,40.8,28.9,55,31
"8801","NV","Elko",14.8,29.6,37.4,18.2,32,7
"8802","NV","Esmeralda",12.2,42.3,29,16.5,32,9
"8803","NV","Eureka",6.8,39,42.5,11.7,32,11
"8804","NV","Humboldt",16.4,34.3,33,16.3,6,23
"8805","NV","Humboldt",16.4,34.3,33,16.3,19,91
"8806","NV","Humboldt",16.4,34.3,33,16.3,32,13
"8807","NV","Lander",15.1,38.7,34.7,11.6,32,15
"8808","NV","Lincoln",14.4,32.7,35.1,17.7,5,79
"8809","NV","Lincoln",14.4,32.7,35.1,17.7,8,73
"8810","NV","Lincoln",14.4,32.7,35.1,17.7,13,181
"8811","NV","Lincoln",14.4,32.7,35.1,17.7,16,63
"8812","NV","Lincoln",14.4,32.7,35.1,17.7,20,105
"8813","NV","Lincoln",14.4,32.7,35.1,17.7,21,137
"8814","NV","Lincoln",14.4,32.7,35.1,17.7,22,61
"8815","NV","Lincoln",14.4,32.7,35.1,17.7,23,15
"8816","NV","Lincoln",14.4,32.7,35.1,17.7,27,81
"8817","NV","Lincoln",14.4,32.7,35.1,17.7,28,85
"8818","NV","Lincoln",14.4,32.7,35.1,17.7,29,113
"8819","NV","Lincoln",14.4,32.7,35.1,17.7,30,53
"8820","NV","Lincoln",14.4,32.7,35.1,17.7,31,111
"8821","NV","Lincoln",14.4,32.7,35.1,17.7,32,17
"8822","NV","Lincoln",14.4,32.7,35.1,17.7,35,27
"8823","NV","Lincoln",14.4,32.7,35.1,17.7,37,109
"8824","NV","Lincoln",14.4,32.7,35.1,17.7,40,81
"8825","NV","Lincoln",14.4,32.7,35.1,17.7,41,41
"8826","NV","Lincoln",14.4,32.7,35.1,17.7,46,83
"8827","NV","Lincoln",14.4,32.7,35.1,17.7,47,103
"8828","NV","Lincoln",14.4,32.7,35.1,17.7,53,43
"8829","NV","Lincoln",14.4,32.7,35.1,17.7,54,43
"8830","NV","Lincoln",14.4,32.7,35.1,17.7,55,69
"8831","NV","Lincoln",14.4,32.7,35.1,17.7,56,23
"8832","NV","Lyon",12.9,32.5,40.6,14,19,119
"8833","NV","Lyon",12.9,32.5,40.6,14,20,111
"8834","NV","Lyon",12.9,32.5,40.6,14,21,143
"8835","NV","Lyon",12.9,32.5,40.6,14,27,83
"8836","NV","Lyon",12.9,32.5,40.6,14,32,19
"8837","NV","Mineral",12.9,36.7,36,14.4,8,79
"8838","NV","Mineral",12.9,36.7,36,14.4,30,61
"8839","NV","Mineral",12.9,36.7,36,14.4,32,21
"8840","NV","Mineral",12.9,36.7,36,14.4,54,57
"8841","NV","Nye",14.2,36.9,37.4,11.5,32,23
"8842","NV","Pershing",18.3,33.7,33.2,14.8,32,27
"8843","NV","Storey",5.2,30,36.2,28.7,32,29
"8844","NV","Washoe",11.7,23.9,33.9,30.5,32,31
"8845","NV","White Pine",14.1,37.9,33.1,14.9,NA,NA
"8846","NV","Carson",12.7,27.5,37.5,22.3,32,510
"8847","NV","Carson",12.7,27.5,37.5,22.3,48,65
"8848","NH","Belknap",7.4,28.5,31.6,32.4,33,1
"8849","NH","Carroll",6.2,29.9,30.3,33.6,5,15
"8850","NH","Carroll",6.2,29.9,30.3,33.6,13,45
"8851","NH","Carroll",6.2,29.9,30.3,33.6,17,15
"8852","NH","Carroll",6.2,29.9,30.3,33.6,18,15
"8853","NH","Carroll",6.2,29.9,30.3,33.6,19,27
"8854","NH","Carroll",6.2,29.9,30.3,33.6,21,41
"8855","NH","Carroll",6.2,29.9,30.3,33.6,24,13
"8856","NH","Carroll",6.2,29.9,30.3,33.6,28,15
"8857","NH","Carroll",6.2,29.9,30.3,33.6,29,33
"8858","NH","Carroll",6.2,29.9,30.3,33.6,33,3
"8859","NH","Carroll",6.2,29.9,30.3,33.6,39,19
"8860","NH","Carroll",6.2,29.9,30.3,33.6,47,17
"8861","NH","Carroll",6.2,29.9,30.3,33.6,51,35
"8862","NH","Cheshire",7,31.3,29.1,32.6,33,5
"8863","NH","Coos",11.4,40.1,30.5,18.1,33,7
"8864","NH","Coos",11.4,40.1,30.5,18.1,41,11
"8865","NH","Grafton",7.2,27,25.3,40.5,33,9
"8866","NH","Hillsborough",8.2,26.3,28.2,37.3,12,57
"8867","NH","Hillsborough",8.2,26.3,28.2,37.3,33,11
"8868","NH","Merrimack",6.3,27.8,30.3,35.6,33,13
"8869","NH","Rockingham",5.2,25.1,29,40.7,33,15
"8870","NH","Rockingham",5.2,25.1,29,40.7,37,157
"8871","NH","Rockingham",5.2,25.1,29,40.7,51,165
"8872","NH","Strafford",7.5,28,28.9,35.6,33,17
"8873","NH","Sullivan",8.9,37.2,27,26.8,18,153
"8874","NH","Sullivan",8.9,37.2,27,26.8,29,211
"8875","NH","Sullivan",8.9,37.2,27,26.8,33,19
"8876","NH","Sullivan",8.9,37.2,27,26.8,36,105
"8877","NH","Sullivan",8.9,37.2,27,26.8,42,113
"8878","NH","Sullivan",8.9,37.2,27,26.8,47,163
"8879","NJ","Atlantic",13.1,32.1,27.4,27.4,34,1
"8880","NJ","Bergen",7.8,23.5,20.5,48.3,34,3
"8881","NJ","Burlington",6.4,28.3,27.8,37.5,34,5
"8882","NJ","Camden",11.6,30.1,26.6,31.8,13,39
"8883","NJ","Camden",11.6,30.1,26.6,31.8,29,29
"8884","NJ","Camden",11.6,30.1,26.6,31.8,34,7
"8885","NJ","Camden",11.6,30.1,26.6,31.8,37,29
"8886","NJ","Cape May",8.8,32.6,27.2,31.5,NA,NA
"8887","NJ","Cumberland",22.1,38.5,24.7,14.7,17,35
"8888","NJ","Cumberland",22.1,38.5,24.7,14.7,21,57
"8889","NJ","Cumberland",22.1,38.5,24.7,14.7,23,5
"8890","NJ","Cumberland",22.1,38.5,24.7,14.7,34,11
"8891","NJ","Cumberland",22.1,38.5,24.7,14.7,37,51
"8892","NJ","Cumberland",22.1,38.5,24.7,14.7,42,41
"8893","NJ","Cumberland",22.1,38.5,24.7,14.7,47,35
"8894","NJ","Cumberland",22.1,38.5,24.7,14.7,51,49
"8895","NJ","Essex",14.3,28.1,22.8,34.8,25,9
"8896","NJ","Essex",14.3,28.1,22.8,34.8,34,13
"8897","NJ","Essex",14.3,28.1,22.8,34.8,36,31
"8898","NJ","Essex",14.3,28.1,22.8,34.8,50,9
"8899","NJ","Essex",14.3,28.1,22.8,34.8,51,57
"8900","NJ","Gloucester",7.1,33,28,31.9,34,15
"8901","NJ","Gloucester",7.1,33,28,31.9,51,73
"8902","NJ","Hudson",15.8,25.7,17.6,40.9,34,17
"8903","NJ","Hunterdon",4.9,21.2,21.9,52,34,19
"8904","NJ","Mercer",12,24.5,21.6,42,17,131
"8905","NJ","Mercer",12,24.5,21.6,42,21,167
"8906","NJ","Mercer",12,24.5,21.6,42,29,129
"8907","NJ","Mercer",12,24.5,21.6,42,34,21
"8908","NJ","Mercer",12,24.5,21.6,42,38,57
"8909","NJ","Mercer",12,24.5,21.6,42,39,107
"8910","NJ","Mercer",12,24.5,21.6,42,42,85
"8911","NJ","Mercer",12,24.5,21.6,42,54,55
"8912","NJ","Middlesex",10.2,25.7,21.4,42.7,9,7
"8913","NJ","Middlesex",10.2,25.7,21.4,42.7,25,17
"8914","NJ","Middlesex",10.2,25.7,21.4,42.7,34,23
"8915","NJ","Middlesex",10.2,25.7,21.4,42.7,51,119
"8916","NJ","Monmouth",6.8,24,24.2,44.9,34,25
"8917","NJ","Morris",5.7,20.2,20.6,53.6,20,127
"8918","NJ","Morris",5.7,20.2,20.6,53.6,34,27
"8919","NJ","Morris",5.7,20.2,20.6,53.6,48,343
"8920","NJ","Ocean",8.2,33.9,28.7,29.2,34,29
"8921","NJ","Passaic",16.6,34.1,21.2,28.1,34,31
"8922","NJ","Salem",12.3,37.7,29,20.9,34,33
"8923","NJ","Salem",12.3,37.7,29,20.9,51,775
"8924","NJ","Somerset",5.3,20,20.2,54.5,23,25
"8925","NJ","Somerset",5.3,20,20.2,54.5,24,39
"8926","NJ","Somerset",5.3,20,20.2,54.5,34,35
"8927","NJ","Somerset",5.3,20,20.2,54.5,42,111
"8928","NJ","Sussex",5.2,31.4,28.5,34.9,10,5
"8929","NJ","Sussex",5.2,31.4,28.5,34.9,34,37
"8930","NJ","Sussex",5.2,31.4,28.5,34.9,51,183
"8931","NJ","Union",13.8,28.7,22.4,35.1,5,139
"8932","NJ","Union",13.8,28.7,22.4,35.1,12,125
"8933","NJ","Union",13.8,28.7,22.4,35.1,13,291
"8934","NJ","Union",13.8,28.7,22.4,35.1,17,181
"8935","NJ","Union",13.8,28.7,22.4,35.1,18,161
"8936","NJ","Union",13.8,28.7,22.4,35.1,19,175
"8937","NJ","Union",13.8,28.7,22.4,35.1,21,225
"8938","NJ","Union",13.8,28.7,22.4,35.1,22,111
"8939","NJ","Union",13.8,28.7,22.4,35.1,28,145
"8940","NJ","Union",13.8,28.7,22.4,35.1,34,39
"8941","NJ","Union",13.8,28.7,22.4,35.1,35,59
"8942","NJ","Union",13.8,28.7,22.4,35.1,37,179
"8943","NJ","Union",13.8,28.7,22.4,35.1,39,159
"8944","NJ","Union",13.8,28.7,22.4,35.1,41,61
"8945","NJ","Union",13.8,28.7,22.4,35.1,42,119
"8946","NJ","Union",13.8,28.7,22.4,35.1,45,87
"8947","NJ","Union",13.8,28.7,22.4,35.1,46,127
"8948","NJ","Union",13.8,28.7,22.4,35.1,47,173
"8949","NJ","Warren",8.8,31.5,27.8,31.8,13,301
"8950","NJ","Warren",8.8,31.5,27.8,31.8,17,187
"8951","NJ","Warren",8.8,31.5,27.8,31.8,18,171
"8952","NJ","Warren",8.8,31.5,27.8,31.8,19,181
"8953","NJ","Warren",8.8,31.5,27.8,31.8,21,227
"8954","NJ","Warren",8.8,31.5,27.8,31.8,28,149
"8955","NJ","Warren",8.8,31.5,27.8,31.8,29,219
"8956","NJ","Warren",8.8,31.5,27.8,31.8,34,41
"8957","NJ","Warren",8.8,31.5,27.8,31.8,36,113
"8958","NJ","Warren",8.8,31.5,27.8,31.8,37,185
"8959","NJ","Warren",8.8,31.5,27.8,31.8,39,165
"8960","NJ","Warren",8.8,31.5,27.8,31.8,42,123
"8961","NJ","Warren",8.8,31.5,27.8,31.8,47,177
"8962","NJ","Warren",8.8,31.5,27.8,31.8,51,187
"8963","NM","Bernalillo",11.2,23.2,31.6,33.9,35,1
"8964","NM","Catron",6.1,42.9,28.8,22.2,35,3
"8965","NM","Chaves",22,27.8,32.5,17.8,35,5
"8966","NM","Cibola",17.4,31.8,37.4,13.4,35,6
"8967","NM","Colfax",10.8,32.8,35.9,20.5,31,37
"8968","NM","Colfax",10.8,32.8,35.9,20.5,35,7
"8969","NM","Curry",17,27.5,35.7,19.8,35,9
"8970","NM","Curry",17,27.5,35.7,19.8,41,15
"8971","NM","De Baca",13.7,39.7,36.8,9.8,NA,NA
"8972","NM","Dona Ana",20.6,22.6,29.3,27.5,NA,NA
"8973","NM","Eddy",15.5,36.9,31.7,15.9,35,15
"8974","NM","Eddy",15.5,36.9,31.7,15.9,38,27
"8975","NM","Grant",12.9,25.5,34.3,27.3,5,53
"8976","NM","Grant",12.9,25.5,34.3,27.3,18,53
"8977","NM","Grant",12.9,25.5,34.3,27.3,20,67
"8978","NM","Grant",12.9,25.5,34.3,27.3,21,81
"8979","NM","Grant",12.9,25.5,34.3,27.3,22,43
"8980","NM","Grant",12.9,25.5,34.3,27.3,27,51
"8981","NM","Grant",12.9,25.5,34.3,27.3,31,75
"8982","NM","Grant",12.9,25.5,34.3,27.3,35,17
"8983","NM","Grant",12.9,25.5,34.3,27.3,38,37
"8984","NM","Grant",12.9,25.5,34.3,27.3,40,53
"8985","NM","Grant",12.9,25.5,34.3,27.3,41,23
"8986","NM","Grant",12.9,25.5,34.3,27.3,46,51
"8987","NM","Grant",12.9,25.5,34.3,27.3,53,25
"8988","NM","Grant",12.9,25.5,34.3,27.3,54,23
"8989","NM","Grant",12.9,25.5,34.3,27.3,55,43
"8990","NM","Guadalupe",20.1,42,26.2,11.6,35,19
"8991","NM","Guadalupe",20.1,42,26.2,11.6,48,187
"8992","NM","Harding",12,32.9,30.8,24.3,35,21
"8993","NM","Harding",12,32.9,30.8,24.3,46,63
"8994","NM","Hidalgo",20.8,33.7,31.3,14.2,35,23
"8995","NM","Hidalgo",20.8,33.7,31.3,14.2,48,215
"8996","NM","Lea",27.1,32.4,27.5,13,35,25
"8997","NM","Lincoln",8.5,29.1,33.1,29.3,5,79
"8998","NM","Lincoln",8.5,29.1,33.1,29.3,8,73
"8999","NM","Lincoln",8.5,29.1,33.1,29.3,13,181
"9000","NM","Lincoln",8.5,29.1,33.1,29.3,16,63
"9001","NM","Lincoln",8.5,29.1,33.1,29.3,20,105
"9002","NM","Lincoln",8.5,29.1,33.1,29.3,21,137
"9003","NM","Lincoln",8.5,29.1,33.1,29.3,22,61
"9004","NM","Lincoln",8.5,29.1,33.1,29.3,23,15
"9005","NM","Lincoln",8.5,29.1,33.1,29.3,27,81
"9006","NM","Lincoln",8.5,29.1,33.1,29.3,28,85
"9007","NM","Lincoln",8.5,29.1,33.1,29.3,29,113
"9008","NM","Lincoln",8.5,29.1,33.1,29.3,30,53
"9009","NM","Lincoln",8.5,29.1,33.1,29.3,31,111
"9010","NM","Lincoln",8.5,29.1,33.1,29.3,32,17
"9011","NM","Lincoln",8.5,29.1,33.1,29.3,35,27
"9012","NM","Lincoln",8.5,29.1,33.1,29.3,37,109
"9013","NM","Lincoln",8.5,29.1,33.1,29.3,40,81
"9014","NM","Lincoln",8.5,29.1,33.1,29.3,41,41
"9015","NM","Lincoln",8.5,29.1,33.1,29.3,46,83
"9016","NM","Lincoln",8.5,29.1,33.1,29.3,47,103
"9017","NM","Lincoln",8.5,29.1,33.1,29.3,53,43
"9018","NM","Lincoln",8.5,29.1,33.1,29.3,54,43
"9019","NM","Lincoln",8.5,29.1,33.1,29.3,55,69
"9020","NM","Lincoln",8.5,29.1,33.1,29.3,56,23
"9021","NM","Los Alamos",2.2,9.9,21.5,66.5,NA,NA
"9022","NM","Luna",31.4,32.1,24.3,12.2,35,29
"9023","NM","McKinley",24.6,33.7,30.1,11.6,35,31
"9024","NM","Mora",8.4,34.9,45.5,11.2,35,33
"9025","NM","Otero",16.5,27.2,37.3,19,8,89
"9026","NM","Otero",16.5,27.2,37.3,19,35,35
"9027","NM","Quay",17.2,39.9,27.1,15.8,35,37
"9028","NM","Rio Arriba",13.8,31.3,36.5,18.5,NA,NA
"9029","NM","Roosevelt",19.1,29.7,26.1,25.1,30,85
"9030","NM","Roosevelt",19.1,29.7,26.1,25.1,35,41
"9031","NM","Sandoval",10.3,25,34.7,30,35,43
"9032","NM","San Juan",15.8,30.7,38.3,15.2,NA,NA
"9033","NM","San Miguel",18.8,26.3,32.2,22.7,NA,NA
"9034","NM","Santa Fe",11.1,22.9,25.1,40.9,NA,NA
"9035","NM","Sierra",15.3,28.4,35.8,20.5,6,91
"9036","NM","Sierra",15.3,28.4,35.8,20.5,35,51
"9037","NM","Socorro",20.9,36.4,21.5,21.2,35,53
"9038","NM","Taos",10.9,26.3,34.8,28,35,55
"9039","NM","Torrance",14.2,36.6,33.6,15.6,35,57
"9040","NM","Union",20,42.1,25.2,12.7,5,139
"9041","NM","Union",20,42.1,25.2,12.7,12,125
"9042","NM","Union",20,42.1,25.2,12.7,13,291
"9043","NM","Union",20,42.1,25.2,12.7,17,181
"9044","NM","Union",20,42.1,25.2,12.7,18,161
"9045","NM","Union",20,42.1,25.2,12.7,19,175
"9046","NM","Union",20,42.1,25.2,12.7,21,225
"9047","NM","Union",20,42.1,25.2,12.7,22,111
"9048","NM","Union",20,42.1,25.2,12.7,28,145
"9049","NM","Union",20,42.1,25.2,12.7,34,39
"9050","NM","Union",20,42.1,25.2,12.7,35,59
"9051","NM","Union",20,42.1,25.2,12.7,37,179
"9052","NM","Union",20,42.1,25.2,12.7,39,159
"9053","NM","Union",20,42.1,25.2,12.7,41,61
"9054","NM","Union",20,42.1,25.2,12.7,42,119
"9055","NM","Union",20,42.1,25.2,12.7,45,87
"9056","NM","Union",20,42.1,25.2,12.7,46,127
"9057","NM","Union",20,42.1,25.2,12.7,47,173
"9058","NM","Valencia",17,32.8,33.2,17.1,35,61
"9059","NY","Albany",7.3,24.1,27.3,41.3,36,1
"9060","NY","Albany",7.3,24.1,27.3,41.3,56,1
"9061","NY","Allegany",10,36.7,33.1,20.2,24,1
"9062","NY","Allegany",10,36.7,33.1,20.2,36,3
"9063","NY","Bronx",28,27.6,24.5,19.8,36,5
"9064","NY","Broome",9.5,31.1,31.1,28.3,36,7
"9065","NY","Cattaraugus",11.5,39.4,30,19.1,36,9
"9066","NY","Cayuga",12.3,33,32.4,22.3,36,11
"9067","NY","Chautauqua",11.1,35.9,31.3,21.7,20,19
"9068","NY","Chautauqua",11.1,35.9,31.3,21.7,36,13
"9069","NY","Chemung",9.7,36,30.5,23.9,36,15
"9070","NY","Chenango",11.8,39,30.8,18.3,36,17
"9071","NY","Clinton",12.1,37.3,27.7,22.9,17,27
"9072","NY","Clinton",12.1,37.3,27.7,22.9,18,23
"9073","NY","Clinton",12.1,37.3,27.7,22.9,19,45
"9074","NY","Clinton",12.1,37.3,27.7,22.9,21,53
"9075","NY","Clinton",12.1,37.3,27.7,22.9,26,37
"9076","NY","Clinton",12.1,37.3,27.7,22.9,29,49
"9077","NY","Clinton",12.1,37.3,27.7,22.9,36,19
"9078","NY","Clinton",12.1,37.3,27.7,22.9,39,27
"9079","NY","Clinton",12.1,37.3,27.7,22.9,42,35
"9080","NY","Columbia",9.6,30.5,28.6,31.3,5,27
"9081","NY","Columbia",9.6,30.5,28.6,31.3,12,23
"9082","NY","Columbia",9.6,30.5,28.6,31.3,13,73
"9083","NY","Columbia",9.6,30.5,28.6,31.3,36,21
"9084","NY","Columbia",9.6,30.5,28.6,31.3,41,9
"9085","NY","Columbia",9.6,30.5,28.6,31.3,42,37
"9086","NY","Columbia",9.6,30.5,28.6,31.3,53,13
"9087","NY","Columbia",9.6,30.5,28.6,31.3,55,21
"9088","NY","Cortland",9.3,32.7,31.2,26.9,36,23
"9089","NY","Delaware",11.8,37.7,28.6,21.9,18,35
"9090","NY","Delaware",11.8,37.7,28.6,21.9,19,55
"9091","NY","Delaware",11.8,37.7,28.6,21.9,36,25
"9092","NY","Delaware",11.8,37.7,28.6,21.9,39,41
"9093","NY","Delaware",11.8,37.7,28.6,21.9,40,41
"9094","NY","Delaware",11.8,37.7,28.6,21.9,42,45
"9095","NY","Dutchess",9.5,26.2,29.1,35.2,36,27
"9096","NY","Erie",8.6,27.7,30,33.7,36,29
"9097","NY","Erie",8.6,27.7,30,33.7,39,43
"9098","NY","Erie",8.6,27.7,30,33.7,42,49
"9099","NY","Essex",8.9,32.9,30.7,27.6,25,9
"9100","NY","Essex",8.9,32.9,30.7,27.6,34,13
"9101","NY","Essex",8.9,32.9,30.7,27.6,36,31
"9102","NY","Essex",8.9,32.9,30.7,27.6,50,9
"9103","NY","Essex",8.9,32.9,30.7,27.6,51,57
"9104","NY","Franklin",13.2,37.6,29.8,19.4,1,59
"9105","NY","Franklin",13.2,37.6,29.8,19.4,5,47
"9106","NY","Franklin",13.2,37.6,29.8,19.4,12,37
"9107","NY","Franklin",13.2,37.6,29.8,19.4,13,119
"9108","NY","Franklin",13.2,37.6,29.8,19.4,16,41
"9109","NY","Franklin",13.2,37.6,29.8,19.4,17,55
"9110","NY","Franklin",13.2,37.6,29.8,19.4,18,47
"9111","NY","Franklin",13.2,37.6,29.8,19.4,19,69
"9112","NY","Franklin",13.2,37.6,29.8,19.4,20,59
"9113","NY","Franklin",13.2,37.6,29.8,19.4,21,73
"9114","NY","Franklin",13.2,37.6,29.8,19.4,22,41
"9115","NY","Franklin",13.2,37.6,29.8,19.4,23,7
"9116","NY","Franklin",13.2,37.6,29.8,19.4,25,11
"9117","NY","Franklin",13.2,37.6,29.8,19.4,28,37
"9118","NY","Franklin",13.2,37.6,29.8,19.4,29,71
"9119","NY","Franklin",13.2,37.6,29.8,19.4,31,61
"9120","NY","Franklin",13.2,37.6,29.8,19.4,36,33
"9121","NY","Franklin",13.2,37.6,29.8,19.4,37,69
"9122","NY","Franklin",13.2,37.6,29.8,19.4,39,49
"9123","NY","Franklin",13.2,37.6,29.8,19.4,42,55
"9124","NY","Franklin",13.2,37.6,29.8,19.4,47,51
"9125","NY","Franklin",13.2,37.6,29.8,19.4,48,159
"9126","NY","Franklin",13.2,37.6,29.8,19.4,50,11
"9127","NY","Franklin",13.2,37.6,29.8,19.4,51,67
"9128","NY","Franklin",13.2,37.6,29.8,19.4,51,620
"9129","NY","Franklin",13.2,37.6,29.8,19.4,53,21
"9130","NY","Fulton",12.6,35.7,33.9,17.8,5,49
"9131","NY","Fulton",12.6,35.7,33.9,17.8,13,121
"9132","NY","Fulton",12.6,35.7,33.9,17.8,17,57
"9133","NY","Fulton",12.6,35.7,33.9,17.8,18,49
"9134","NY","Fulton",12.6,35.7,33.9,17.8,21,75
"9135","NY","Fulton",12.6,35.7,33.9,17.8,36,35
"9136","NY","Fulton",12.6,35.7,33.9,17.8,39,51
"9137","NY","Fulton",12.6,35.7,33.9,17.8,42,57
"9138","NY","Genesee",7.9,36.6,33.9,21.5,26,49
"9139","NY","Genesee",7.9,36.6,33.9,21.5,36,37
"9140","NY","Greene",12.8,38.2,27,22.1,1,63
"9141","NY","Greene",12.8,38.2,27,22.1,5,55
"9142","NY","Greene",12.8,38.2,27,22.1,13,133
"9143","NY","Greene",12.8,38.2,27,22.1,17,61
"9144","NY","Greene",12.8,38.2,27,22.1,18,55
"9145","NY","Greene",12.8,38.2,27,22.1,19,73
"9146","NY","Greene",12.8,38.2,27,22.1,28,41
"9147","NY","Greene",12.8,38.2,27,22.1,29,77
"9148","NY","Greene",12.8,38.2,27,22.1,36,39
"9149","NY","Greene",12.8,38.2,27,22.1,37,79
"9150","NY","Greene",12.8,38.2,27,22.1,39,57
"9151","NY","Greene",12.8,38.2,27,22.1,42,59
"9152","NY","Greene",12.8,38.2,27,22.1,47,59
"9153","NY","Greene",12.8,38.2,27,22.1,51,79
"9154","NY","Hamilton",17.4,28.5,34.8,19.3,12,47
"9155","NY","Hamilton",17.4,28.5,34.8,19.3,17,65
"9156","NY","Hamilton",17.4,28.5,34.8,19.3,18,57
"9157","NY","Hamilton",17.4,28.5,34.8,19.3,19,79
"9158","NY","Hamilton",17.4,28.5,34.8,19.3,20,75
"9159","NY","Hamilton",17.4,28.5,34.8,19.3,31,81
"9160","NY","Hamilton",17.4,28.5,34.8,19.3,36,41
"9161","NY","Hamilton",17.4,28.5,34.8,19.3,39,61
"9162","NY","Hamilton",17.4,28.5,34.8,19.3,47,65
"9163","NY","Hamilton",17.4,28.5,34.8,19.3,48,193
"9164","NY","Herkimer",10.1,37,32,21,36,43
"9165","NY","Jefferson",8.9,34,34.8,22.3,1,73
"9166","NY","Jefferson",8.9,34,34.8,22.3,5,69
"9167","NY","Jefferson",8.9,34,34.8,22.3,8,59
"9168","NY","Jefferson",8.9,34,34.8,22.3,12,65
"9169","NY","Jefferson",8.9,34,34.8,22.3,13,163
"9170","NY","Jefferson",8.9,34,34.8,22.3,16,51
"9171","NY","Jefferson",8.9,34,34.8,22.3,17,81
"9172","NY","Jefferson",8.9,34,34.8,22.3,18,77
"9173","NY","Jefferson",8.9,34,34.8,22.3,19,101
"9174","NY","Jefferson",8.9,34,34.8,22.3,20,87
"9175","NY","Jefferson",8.9,34,34.8,22.3,21,111
"9176","NY","Jefferson",8.9,34,34.8,22.3,22,51
"9177","NY","Jefferson",8.9,34,34.8,22.3,22,53
"9178","NY","Jefferson",8.9,34,34.8,22.3,28,63
"9179","NY","Jefferson",8.9,34,34.8,22.3,28,65
"9180","NY","Jefferson",8.9,34,34.8,22.3,29,99
"9181","NY","Jefferson",8.9,34,34.8,22.3,30,43
"9182","NY","Jefferson",8.9,34,34.8,22.3,31,95
"9183","NY","Jefferson",8.9,34,34.8,22.3,36,45
"9184","NY","Jefferson",8.9,34,34.8,22.3,39,81
"9185","NY","Jefferson",8.9,34,34.8,22.3,40,67
"9186","NY","Jefferson",8.9,34,34.8,22.3,41,31
"9187","NY","Jefferson",8.9,34,34.8,22.3,42,65
"9188","NY","Jefferson",8.9,34,34.8,22.3,47,89
"9189","NY","Jefferson",8.9,34,34.8,22.3,48,245
"9190","NY","Jefferson",8.9,34,34.8,22.3,53,31
"9191","NY","Jefferson",8.9,34,34.8,22.3,54,37
"9192","NY","Jefferson",8.9,34,34.8,22.3,55,55
"9193","NY","Kings",18.4,25.6,19.5,36.5,6,31
"9194","NY","Kings",18.4,25.6,19.5,36.5,36,47
"9195","NY","Lewis",10.2,46.1,27.4,16.3,16,61
"9196","NY","Lewis",10.2,46.1,27.4,16.3,21,135
"9197","NY","Lewis",10.2,46.1,27.4,16.3,29,111
"9198","NY","Lewis",10.2,46.1,27.4,16.3,30,49
"9199","NY","Lewis",10.2,46.1,27.4,16.3,36,49
"9200","NY","Lewis",10.2,46.1,27.4,16.3,47,101
"9201","NY","Lewis",10.2,46.1,27.4,16.3,53,41
"9202","NY","Lewis",10.2,46.1,27.4,16.3,54,41
"9203","NY","Livingston",10.3,32.9,31.4,25.4,17,105
"9204","NY","Livingston",10.3,32.9,31.4,25.4,21,139
"9205","NY","Livingston",10.3,32.9,31.4,25.4,22,63
"9206","NY","Livingston",10.3,32.9,31.4,25.4,26,93
"9207","NY","Livingston",10.3,32.9,31.4,25.4,29,117
"9208","NY","Livingston",10.3,32.9,31.4,25.4,36,51
"9209","NY","Madison",8.8,34,30.2,27,1,89
"9210","NY","Madison",8.8,34,30.2,27,5,87
"9211","NY","Madison",8.8,34,30.2,27,12,79
"9212","NY","Madison",8.8,34,30.2,27,13,195
