"","county","State","percent_white","percent_black","percent_indigenous","percent_asian","percent_pacific_islander","percent_hispanic_latino","state_fips_code","county_fips_code"
"4115","Warren"," Indiana",99,1.1,0.7,0.3,0,1.7,36,113
"4116","Warren"," Indiana",99,1.1,0.7,0.3,0,1.7,37,185
"4117","Warren"," Indiana",99,1.1,0.7,0.3,0,1.7,39,165
"4118","Warren"," Indiana",99,1.1,0.7,0.3,0,1.7,42,123
"4119","Warren"," Indiana",99,1.1,0.7,0.3,0,1.7,47,177
"4120","Warren"," Indiana",99,1.1,0.7,0.3,0,1.7,51,187
"4121","Warrick"," Indiana",94.8,2.2,0.5,2.9,0,1.8,18,173
"4122","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,1,129
"4123","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,5,143
"4124","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,8,121
"4125","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,12,133
"4126","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,13,303
"4127","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,16,87
"4128","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,17,189
"4129","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,18,175
"4130","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,19,183
"4131","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,20,201
"4132","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,21,229
"4133","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,22,117
"4134","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,23,29
"4135","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,24,43
"4136","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,27,163
"4137","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,28,151
"4138","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,29,221
"4139","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,31,177
"4140","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,36,115
"4141","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,37,187
"4142","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,39,167
"4143","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,40,147
"4144","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,41,67
"4145","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,42,125
"4146","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,44,9
"4147","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,47,179
"4148","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,48,477
"4149","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,49,53
"4150","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,50,23
"4151","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,51,191
"4152","Washington"," Indiana",99.2,0.7,0.7,0.5,0.1,1.3,55,131
"4153","Wayne"," Indiana",92.7,6.9,0.8,1.3,0.1,2.9,13,305
"4154","Wayne"," Indiana",92.7,6.9,0.8,1.3,0.1,2.9,17,191
"4155","Wayne"," Indiana",92.7,6.9,0.8,1.3,0.1,2.9,18,177
"4156","Wayne"," Indiana",92.7,6.9,0.8,1.3,0.1,2.9,19,185
"4157","Wayne"," Indiana",92.7,6.9,0.8,1.3,0.1,2.9,21,231
"4158","Wayne"," Indiana",92.7,6.9,0.8,1.3,0.1,2.9,26,163
"4159","Wayne"," Indiana",92.7,6.9,0.8,1.3,0.1,2.9,28,153
"4160","Wayne"," Indiana",92.7,6.9,0.8,1.3,0.1,2.9,29,223
"4161","Wayne"," Indiana",92.7,6.9,0.8,1.3,0.1,2.9,31,179
"4162","Wayne"," Indiana",92.7,6.9,0.8,1.3,0.1,2.9,36,117
"4163","Wayne"," Indiana",92.7,6.9,0.8,1.3,0.1,2.9,37,191
"4164","Wayne"," Indiana",92.7,6.9,0.8,1.3,0.1,2.9,39,169
"4165","Wayne"," Indiana",92.7,6.9,0.8,1.3,0.1,2.9,42,127
"4166","Wayne"," Indiana",92.7,6.9,0.8,1.3,0.1,2.9,47,181
"4167","Wayne"," Indiana",92.7,6.9,0.8,1.3,0.1,2.9,49,55
"4168","Wayne"," Indiana",92.7,6.9,0.8,1.3,0.1,2.9,54,99
"4169","Wells"," Indiana",97.5,1.2,0.7,0.8,0,2.9,18,179
"4170","Wells"," Indiana",97.5,1.2,0.7,0.8,0,2.9,38,103
"4171","White"," Indiana",93.3,0.9,0.9,0.6,0,8.1,5,145
"4172","White"," Indiana",93.3,0.9,0.9,0.6,0,8.1,13,311
"4173","White"," Indiana",93.3,0.9,0.9,0.6,0,8.1,17,193
"4174","White"," Indiana",93.3,0.9,0.9,0.6,0,8.1,18,181
"4175","White"," Indiana",93.3,0.9,0.9,0.6,0,8.1,32,33
"4176","White"," Indiana",93.3,0.9,0.9,0.6,0,8.1,47,185
"4177","Whitley"," Indiana",98.6,0.8,0.8,0.8,0,2,18,183
"4178","Whitley"," Indiana",98.6,0.8,0.8,0.8,0,2,21,235
"4179","Adair"," Iowa",98.8,0.8,0.4,0.9,0,1.9,19,1
"4180","Adair"," Iowa",98.8,0.8,0.4,0.9,0,1.9,21,1
"4181","Adair"," Iowa",98.8,0.8,0.4,0.9,0,1.9,29,1
"4182","Adair"," Iowa",98.8,0.8,0.4,0.9,0,1.9,40,1
"4183","Adams"," Iowa",98.5,0.4,0.3,0.3,0,1.3,8,1
"4184","Adams"," Iowa",98.5,0.4,0.3,0.3,0,1.3,16,3
"4185","Adams"," Iowa",98.5,0.4,0.3,0.3,0,1.3,17,1
"4186","Adams"," Iowa",98.5,0.4,0.3,0.3,0,1.3,18,1
"4187","Adams"," Iowa",98.5,0.4,0.3,0.3,0,1.3,19,3
"4188","Adams"," Iowa",98.5,0.4,0.3,0.3,0,1.3,28,1
"4189","Adams"," Iowa",98.5,0.4,0.3,0.3,0,1.3,31,1
"4190","Adams"," Iowa",98.5,0.4,0.3,0.3,0,1.3,38,1
"4191","Adams"," Iowa",98.5,0.4,0.3,0.3,0,1.3,39,1
"4192","Adams"," Iowa",98.5,0.4,0.3,0.3,0,1.3,42,1
"4193","Adams"," Iowa",98.5,0.4,0.3,0.3,0,1.3,53,1
"4194","Adams"," Iowa",98.5,0.4,0.3,0.3,0,1.3,55,1
"4195","Allamakee"," Iowa",97.9,1.3,0.4,0.6,0.6,6.4,19,5
"4196","Appanoose"," Iowa",98.6,1.2,0.7,0.8,0,1.9,19,7
"4197","Audubon"," Iowa",99.1,0.5,1.4,1,0,0.7,19,9
"4198","Benton"," Iowa",98.7,1.1,0.6,0.5,0,1.4,5,7
"4199","Benton"," Iowa",98.7,1.1,0.6,0.5,0,1.4,18,7
"4200","Benton"," Iowa",98.7,1.1,0.6,0.5,0,1.4,19,11
"4201","Benton"," Iowa",98.7,1.1,0.6,0.5,0,1.4,27,9
"4202","Benton"," Iowa",98.7,1.1,0.6,0.5,0,1.4,28,9
"4203","Benton"," Iowa",98.7,1.1,0.6,0.5,0,1.4,29,15
"4204","Benton"," Iowa",98.7,1.1,0.6,0.5,0,1.4,41,3
"4205","Benton"," Iowa",98.7,1.1,0.6,0.5,0,1.4,47,5
"4206","Benton"," Iowa",98.7,1.1,0.6,0.5,0,1.4,53,5
"4207","Black Hawk"," Iowa",86.1,10.7,0.8,2.7,0.4,4.3,NA,NA
"4208","Boone"," Iowa",97.9,1,1.2,0.8,0.4,2.6,5,9
"4209","Boone"," Iowa",97.9,1,1.2,0.8,0.4,2.6,17,7
"4210","Boone"," Iowa",97.9,1,1.2,0.8,0.4,2.6,18,11
"4211","Boone"," Iowa",97.9,1,1.2,0.8,0.4,2.6,19,15
"4212","Boone"," Iowa",97.9,1,1.2,0.8,0.4,2.6,21,15
"4213","Boone"," Iowa",97.9,1,1.2,0.8,0.4,2.6,29,19
"4214","Boone"," Iowa",97.9,1,1.2,0.8,0.4,2.6,31,11
"4215","Boone"," Iowa",97.9,1,1.2,0.8,0.4,2.6,54,5
"4216","Bremer"," Iowa",97.1,1.6,0.5,1.3,0.1,1.5,19,17
"4217","Buchanan"," Iowa",98.9,1,0.7,0.7,0.2,1.5,19,19
"4218","Buchanan"," Iowa",98.9,1,0.7,0.7,0.2,1.5,29,21
"4219","Buchanan"," Iowa",98.9,1,0.7,0.7,0.2,1.5,51,27
"4220","Buena Vista"," Iowa",78.2,3.3,0.1,11.1,0.5,25.2,NA,NA
"4221","Butler"," Iowa",98.6,0.8,0.9,0.8,0.1,1.3,1,13
"4222","Butler"," Iowa",98.6,0.8,0.9,0.8,0.1,1.3,19,23
"4223","Butler"," Iowa",98.6,0.8,0.9,0.8,0.1,1.3,20,15
"4224","Butler"," Iowa",98.6,0.8,0.9,0.8,0.1,1.3,21,31
"4225","Butler"," Iowa",98.6,0.8,0.9,0.8,0.1,1.3,29,23
"4226","Butler"," Iowa",98.6,0.8,0.9,0.8,0.1,1.3,31,23
"4227","Butler"," Iowa",98.6,0.8,0.9,0.8,0.1,1.3,39,17
"4228","Butler"," Iowa",98.6,0.8,0.9,0.8,0.1,1.3,42,19
"4229","Calhoun"," Iowa",97.4,2.4,1,0.6,0.1,1.9,1,15
"4230","Calhoun"," Iowa",97.4,2.4,1,0.6,0.1,1.9,5,13
"4231","Calhoun"," Iowa",97.4,2.4,1,0.6,0.1,1.9,12,13
"4232","Calhoun"," Iowa",97.4,2.4,1,0.6,0.1,1.9,13,37
"4233","Calhoun"," Iowa",97.4,2.4,1,0.6,0.1,1.9,17,13
"4234","Calhoun"," Iowa",97.4,2.4,1,0.6,0.1,1.9,19,25
"4235","Calhoun"," Iowa",97.4,2.4,1,0.6,0.1,1.9,26,25
"4236","Calhoun"," Iowa",97.4,2.4,1,0.6,0.1,1.9,28,13
"4237","Calhoun"," Iowa",97.4,2.4,1,0.6,0.1,1.9,45,17
"4238","Calhoun"," Iowa",97.4,2.4,1,0.6,0.1,1.9,48,57
"4239","Calhoun"," Iowa",97.4,2.4,1,0.6,0.1,1.9,54,13
"4240","Carroll"," Iowa",99.4,0.5,0.2,0.2,0,0.7,5,15
"4241","Carroll"," Iowa",99.4,0.5,0.2,0.2,0,0.7,13,45
"4242","Carroll"," Iowa",99.4,0.5,0.2,0.2,0,0.7,17,15
"4243","Carroll"," Iowa",99.4,0.5,0.2,0.2,0,0.7,18,15
"4244","Carroll"," Iowa",99.4,0.5,0.2,0.2,0,0.7,19,27
"4245","Carroll"," Iowa",99.4,0.5,0.2,0.2,0,0.7,21,41
"4246","Carroll"," Iowa",99.4,0.5,0.2,0.2,0,0.7,24,13
"4247","Carroll"," Iowa",99.4,0.5,0.2,0.2,0,0.7,28,15
"4248","Carroll"," Iowa",99.4,0.5,0.2,0.2,0,0.7,29,33
"4249","Carroll"," Iowa",99.4,0.5,0.2,0.2,0,0.7,33,3
"4250","Carroll"," Iowa",99.4,0.5,0.2,0.2,0,0.7,39,19
"4251","Carroll"," Iowa",99.4,0.5,0.2,0.2,0,0.7,47,17
"4252","Carroll"," Iowa",99.4,0.5,0.2,0.2,0,0.7,51,35
"4253","Cass"," Iowa",98,0.8,0.7,0.7,0.4,2.5,17,17
"4254","Cass"," Iowa",98,0.8,0.7,0.7,0.4,2.5,18,17
"4255","Cass"," Iowa",98,0.8,0.7,0.7,0.4,2.5,19,29
"4256","Cass"," Iowa",98,0.8,0.7,0.7,0.4,2.5,26,27
"4257","Cass"," Iowa",98,0.8,0.7,0.7,0.4,2.5,27,21
"4258","Cass"," Iowa",98,0.8,0.7,0.7,0.4,2.5,29,37
"4259","Cass"," Iowa",98,0.8,0.7,0.7,0.4,2.5,31,25
"4260","Cass"," Iowa",98,0.8,0.7,0.7,0.4,2.5,38,17
"4261","Cass"," Iowa",98,0.8,0.7,0.7,0.4,2.5,48,67
"4262","Cedar"," Iowa",98.3,1.3,0.8,0.9,0,1.9,19,31
"4263","Cedar"," Iowa",98.3,1.3,0.8,0.9,0,1.9,29,39
"4264","Cedar"," Iowa",98.3,1.3,0.8,0.9,0,1.9,31,27
"4265","Cerro Gordo"," Iowa",95.7,2.6,1,1.4,0.1,4.7,NA,NA
"4266","Cherokee"," Iowa",96.4,3,1.3,1,0.3,1.3,1,19
"4267","Cherokee"," Iowa",96.4,3,1.3,1,0.3,1.3,13,57
"4268","Cherokee"," Iowa",96.4,3,1.3,1,0.3,1.3,19,35
"4269","Cherokee"," Iowa",96.4,3,1.3,1,0.3,1.3,20,21
"4270","Cherokee"," Iowa",96.4,3,1.3,1,0.3,1.3,37,39
"4271","Cherokee"," Iowa",96.4,3,1.3,1,0.3,1.3,40,21
"4272","Cherokee"," Iowa",96.4,3,1.3,1,0.3,1.3,45,21
"4273","Cherokee"," Iowa",96.4,3,1.3,1,0.3,1.3,48,73
"4274","Chickasaw"," Iowa",98.6,0.6,0.4,0.8,0,2.4,19,37
"4275","Chickasaw"," Iowa",98.6,0.6,0.4,0.8,0,2.4,28,17
"4276","Clarke"," Iowa",98.2,0.5,0.7,0.2,0,13.2,1,25
"4277","Clarke"," Iowa",98.2,0.5,0.7,0.2,0,13.2,13,59
"4278","Clarke"," Iowa",98.2,0.5,0.7,0.2,0,13.2,19,39
"4279","Clarke"," Iowa",98.2,0.5,0.7,0.2,0,13.2,28,23
"4280","Clarke"," Iowa",98.2,0.5,0.7,0.2,0,13.2,51,43
"4281","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,1,27
"4282","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,5,21
"4283","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,12,19
"4284","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,13,61
"4285","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,17,25
"4286","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,18,21
"4287","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,19,41
"4288","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,20,27
"4289","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,21,51
"4290","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,27,27
"4291","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,28,25
"4292","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,29,47
"4293","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,31,35
"4294","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,37,43
"4295","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,46,27
"4296","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,47,27
"4297","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,48,77
"4298","Clay"," Iowa",97.6,2.3,0.5,0.5,0.1,3.5,54,15
"4299","Clayton"," Iowa",98,1.3,0.4,0.4,0,1.9,13,63
"4300","Clayton"," Iowa",98,1.3,0.4,0.4,0,1.9,19,43
"4301","Clinton"," Iowa",95.8,4.1,0.7,1,0.1,3.1,17,27
"4302","Clinton"," Iowa",95.8,4.1,0.7,1,0.1,3.1,18,23
"4303","Clinton"," Iowa",95.8,4.1,0.7,1,0.1,3.1,19,45
"4304","Clinton"," Iowa",95.8,4.1,0.7,1,0.1,3.1,21,53
"4305","Clinton"," Iowa",95.8,4.1,0.7,1,0.1,3.1,26,37
"4306","Clinton"," Iowa",95.8,4.1,0.7,1,0.1,3.1,29,49
"4307","Clinton"," Iowa",95.8,4.1,0.7,1,0.1,3.1,36,19
"4308","Clinton"," Iowa",95.8,4.1,0.7,1,0.1,3.1,39,27
"4309","Clinton"," Iowa",95.8,4.1,0.7,1,0.1,3.1,42,35
"4310","Crawford"," Iowa",87.6,3.3,0.8,2.1,0.2,27.8,5,33
"4311","Crawford"," Iowa",87.6,3.3,0.8,2.1,0.2,27.8,13,79
"4312","Crawford"," Iowa",87.6,3.3,0.8,2.1,0.2,27.8,17,33
"4313","Crawford"," Iowa",87.6,3.3,0.8,2.1,0.2,27.8,18,25
"4314","Crawford"," Iowa",87.6,3.3,0.8,2.1,0.2,27.8,19,47
"4315","Crawford"," Iowa",87.6,3.3,0.8,2.1,0.2,27.8,20,37
"4316","Crawford"," Iowa",87.6,3.3,0.8,2.1,0.2,27.8,26,39
"4317","Crawford"," Iowa",87.6,3.3,0.8,2.1,0.2,27.8,29,55
"4318","Crawford"," Iowa",87.6,3.3,0.8,2.1,0.2,27.8,39,33
"4319","Crawford"," Iowa",87.6,3.3,0.8,2.1,0.2,27.8,42,39
"4320","Crawford"," Iowa",87.6,3.3,0.8,2.1,0.2,27.8,55,23
"4321","Dallas"," Iowa",93.1,2.7,0.5,5,0.2,6.1,1,47
"4322","Dallas"," Iowa",93.1,2.7,0.5,5,0.2,6.1,5,39
"4323","Dallas"," Iowa",93.1,2.7,0.5,5,0.2,6.1,19,49
"4324","Dallas"," Iowa",93.1,2.7,0.5,5,0.2,6.1,29,59
"4325","Dallas"," Iowa",93.1,2.7,0.5,5,0.2,6.1,48,113
"4326","Davis"," Iowa",99.2,0.4,0.1,1.1,0,1.4,19,51
"4327","Davis"," Iowa",99.2,0.4,0.1,1.1,0,1.4,49,11
"4328","Decatur"," Iowa",96.4,2.5,1,0.7,0.5,2.8,13,87
"4329","Decatur"," Iowa",96.4,2.5,1,0.7,0.5,2.8,18,31
"4330","Decatur"," Iowa",96.4,2.5,1,0.7,0.5,2.8,19,53
"4331","Decatur"," Iowa",96.4,2.5,1,0.7,0.5,2.8,20,39
"4332","Decatur"," Iowa",96.4,2.5,1,0.7,0.5,2.8,47,39
"4333","Delaware"," Iowa",98.8,0.8,0.6,0.5,0,1.5,18,35
"4334","Delaware"," Iowa",98.8,0.8,0.6,0.5,0,1.5,19,55
"4335","Delaware"," Iowa",98.8,0.8,0.6,0.5,0,1.5,36,25
"4336","Delaware"," Iowa",98.8,0.8,0.6,0.5,0,1.5,39,41
"4337","Delaware"," Iowa",98.8,0.8,0.6,0.5,0,1.5,40,41
"4338","Delaware"," Iowa",98.8,0.8,0.6,0.5,0,1.5,42,45
"4339","Des Moines"," Iowa",92.9,7.6,0.7,1.3,0.1,3,NA,NA
"4340","Dickinson"," Iowa",98,0.8,0.4,1,0,2,19,59
"4341","Dickinson"," Iowa",98,0.8,0.4,1,0,2,20,41
"4342","Dickinson"," Iowa",98,0.8,0.4,1,0,2,26,43
"4343","Dubuque"," Iowa",94.3,4,0.6,1.7,0.5,2.4,19,61
"4344","Emmet"," Iowa",96.5,2.1,0.6,0.4,0,9.6,19,63
"4345","Emmet"," Iowa",96.5,2.1,0.6,0.4,0,9.6,26,47
"4346","Fayette"," Iowa",97,2.9,0.5,0.7,0,2.3,1,57
"4347","Fayette"," Iowa",97,2.9,0.5,0.7,0,2.3,13,113
"4348","Fayette"," Iowa",97,2.9,0.5,0.7,0,2.3,17,51
"4349","Fayette"," Iowa",97,2.9,0.5,0.7,0,2.3,18,41
"4350","Fayette"," Iowa",97,2.9,0.5,0.7,0,2.3,19,65
"4351","Fayette"," Iowa",97,2.9,0.5,0.7,0,2.3,21,67
"4352","Fayette"," Iowa",97,2.9,0.5,0.7,0,2.3,39,47
"4353","Fayette"," Iowa",97,2.9,0.5,0.7,0,2.3,42,51
"4354","Fayette"," Iowa",97,2.9,0.5,0.7,0,2.3,47,47
"4355","Fayette"," Iowa",97,2.9,0.5,0.7,0,2.3,48,149
"4356","Fayette"," Iowa",97,2.9,0.5,0.7,0,2.3,54,19
"4357","Floyd"," Iowa",95.9,2.6,0.6,1.6,0.2,2.9,13,115
"4358","Floyd"," Iowa",95.9,2.6,0.6,1.6,0.2,2.9,18,43
"4359","Floyd"," Iowa",95.9,2.6,0.6,1.6,0.2,2.9,19,67
"4360","Floyd"," Iowa",95.9,2.6,0.6,1.6,0.2,2.9,21,71
"4361","Floyd"," Iowa",95.9,2.6,0.6,1.6,0.2,2.9,48,153
"4362","Floyd"," Iowa",95.9,2.6,0.6,1.6,0.2,2.9,51,63
"4363","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,1,59
"4364","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,5,47
"4365","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,12,37
"4366","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,13,119
"4367","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,16,41
"4368","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,17,55
"4369","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,18,47
"4370","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,19,69
"4371","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,20,59
"4372","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,21,73
"4373","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,22,41
"4374","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,23,7
"4375","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,25,11
"4376","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,28,37
"4377","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,29,71
"4378","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,31,61
"4379","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,36,33
"4380","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,37,69
"4381","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,39,49
"4382","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,42,55
"4383","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,47,51
"4384","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,48,159
"4385","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,50,11
"4386","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,51,67
"4387","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,51,620
"4388","Franklin"," Iowa",93,1.5,0.8,0,0,12.4,53,21
"4389","Fremont"," Iowa",96.7,0.8,0.9,0.2,0.3,2.6,8,43
"4390","Fremont"," Iowa",96.7,0.8,0.9,0.2,0.3,2.6,16,43
"4391","Fremont"," Iowa",96.7,0.8,0.9,0.2,0.3,2.6,19,71
"4392","Fremont"," Iowa",96.7,0.8,0.9,0.2,0.3,2.6,56,13
"4393","Greene"," Iowa",98.2,1.2,0.4,0.7,0,2.8,1,63
"4394","Greene"," Iowa",98.2,1.2,0.4,0.7,0,2.8,5,55
"4395","Greene"," Iowa",98.2,1.2,0.4,0.7,0,2.8,13,133
"4396","Greene"," Iowa",98.2,1.2,0.4,0.7,0,2.8,17,61
"4397","Greene"," Iowa",98.2,1.2,0.4,0.7,0,2.8,18,55
"4398","Greene"," Iowa",98.2,1.2,0.4,0.7,0,2.8,19,73
"4399","Greene"," Iowa",98.2,1.2,0.4,0.7,0,2.8,28,41
"4400","Greene"," Iowa",98.2,1.2,0.4,0.7,0,2.8,29,77
"4401","Greene"," Iowa",98.2,1.2,0.4,0.7,0,2.8,36,39
"4402","Greene"," Iowa",98.2,1.2,0.4,0.7,0,2.8,37,79
"4403","Greene"," Iowa",98.2,1.2,0.4,0.7,0,2.8,39,57
"4404","Greene"," Iowa",98.2,1.2,0.4,0.7,0,2.8,42,59
"4405","Greene"," Iowa",98.2,1.2,0.4,0.7,0,2.8,47,59
"4406","Greene"," Iowa",98.2,1.2,0.4,0.7,0,2.8,51,79
"4407","Grundy"," Iowa",98.9,0.6,0.5,0.5,0.2,1.3,17,63
"4408","Grundy"," Iowa",98.9,0.6,0.5,0.5,0.2,1.3,19,75
"4409","Grundy"," Iowa",98.9,0.6,0.5,0.5,0.2,1.3,29,79
"4410","Grundy"," Iowa",98.9,0.6,0.5,0.5,0.2,1.3,47,61
"4411","Guthrie"," Iowa",98.8,0.3,1.2,0.5,0,2.7,19,77
"4412","Hamilton"," Iowa",93.8,1.4,0.1,3.1,0.2,6,12,47
"4413","Hamilton"," Iowa",93.8,1.4,0.1,3.1,0.2,6,17,65
"4414","Hamilton"," Iowa",93.8,1.4,0.1,3.1,0.2,6,18,57
"4415","Hamilton"," Iowa",93.8,1.4,0.1,3.1,0.2,6,19,79
"4416","Hamilton"," Iowa",93.8,1.4,0.1,3.1,0.2,6,20,75
"4417","Hamilton"," Iowa",93.8,1.4,0.1,3.1,0.2,6,31,81
"4418","Hamilton"," Iowa",93.8,1.4,0.1,3.1,0.2,6,36,41
"4419","Hamilton"," Iowa",93.8,1.4,0.1,3.1,0.2,6,39,61
"4420","Hamilton"," Iowa",93.8,1.4,0.1,3.1,0.2,6,47,65
"4421","Hamilton"," Iowa",93.8,1.4,0.1,3.1,0.2,6,48,193
"4422","Hancock"," Iowa",98.2,1.7,0.3,0.6,0.1,4.2,13,141
"4423","Hancock"," Iowa",98.2,1.7,0.3,0.6,0.1,4.2,17,67
"4424","Hancock"," Iowa",98.2,1.7,0.3,0.6,0.1,4.2,18,59
"4425","Hancock"," Iowa",98.2,1.7,0.3,0.6,0.1,4.2,19,81
"4426","Hancock"," Iowa",98.2,1.7,0.3,0.6,0.1,4.2,21,91
"4427","Hancock"," Iowa",98.2,1.7,0.3,0.6,0.1,4.2,23,9
"4428","Hancock"," Iowa",98.2,1.7,0.3,0.6,0.1,4.2,28,45
"4429","Hancock"," Iowa",98.2,1.7,0.3,0.6,0.1,4.2,39,63
"4430","Hancock"," Iowa",98.2,1.7,0.3,0.6,0.1,4.2,47,67
"4431","Hancock"," Iowa",98.2,1.7,0.3,0.6,0.1,4.2,54,29
"4432","Hardin"," Iowa",96.4,1.9,1.3,0.6,0,4.3,17,69
"4433","Hardin"," Iowa",96.4,1.9,1.3,0.6,0,4.3,19,83
"4434","Hardin"," Iowa",96.4,1.9,1.3,0.6,0,4.3,21,93
"4435","Hardin"," Iowa",96.4,1.9,1.3,0.6,0,4.3,39,65
"4436","Hardin"," Iowa",96.4,1.9,1.3,0.6,0,4.3,47,71
"4437","Hardin"," Iowa",96.4,1.9,1.3,0.6,0,4.3,48,199
"4438","Harrison"," Iowa",98.5,0.3,1.5,0.7,0.3,1.6,18,61
"4439","Harrison"," Iowa",98.5,0.3,1.5,0.7,0.3,1.6,19,85
"4440","Harrison"," Iowa",98.5,0.3,1.5,0.7,0.3,1.6,21,97
"4441","Harrison"," Iowa",98.5,0.3,1.5,0.7,0.3,1.6,28,47
"4442","Harrison"," Iowa",98.5,0.3,1.5,0.7,0.3,1.6,29,81
"4443","Harrison"," Iowa",98.5,0.3,1.5,0.7,0.3,1.6,39,67
"4444","Harrison"," Iowa",98.5,0.3,1.5,0.7,0.3,1.6,48,203
"4445","Harrison"," Iowa",98.5,0.3,1.5,0.7,0.3,1.6,54,33
"4446","Henry"," Iowa",94,3.3,0.9,3.3,0.4,4.8,1,67
"4447","Henry"," Iowa",94,3.3,0.9,3.3,0.4,4.8,13,151
"4448","Henry"," Iowa",94,3.3,0.9,3.3,0.4,4.8,17,73
"4449","Henry"," Iowa",94,3.3,0.9,3.3,0.4,4.8,18,65
"4450","Henry"," Iowa",94,3.3,0.9,3.3,0.4,4.8,19,87
"4451","Henry"," Iowa",94,3.3,0.9,3.3,0.4,4.8,21,103
"4452","Henry"," Iowa",94,3.3,0.9,3.3,0.4,4.8,29,83
"4453","Henry"," Iowa",94,3.3,0.9,3.3,0.4,4.8,39,69
"4454","Henry"," Iowa",94,3.3,0.9,3.3,0.4,4.8,47,79
