"","county","State","percent_white","percent_black","percent_indigenous","percent_asian","percent_pacific_islander","percent_hispanic_latino","state_fips_code","county_fips_code"
"346","Morgan"," Alabama",82.4,13.4,1.7,0.9,0,8.1,8,87
"347","Morgan"," Alabama",82.4,13.4,1.7,0.9,0,8.1,13,211
"348","Morgan"," Alabama",82.4,13.4,1.7,0.9,0,8.1,17,137
"349","Morgan"," Alabama",82.4,13.4,1.7,0.9,0,8.1,18,109
"350","Morgan"," Alabama",82.4,13.4,1.7,0.9,0,8.1,21,175
"351","Morgan"," Alabama",82.4,13.4,1.7,0.9,0,8.1,29,141
"352","Morgan"," Alabama",82.4,13.4,1.7,0.9,0,8.1,39,115
"353","Morgan"," Alabama",82.4,13.4,1.7,0.9,0,8.1,47,129
"354","Morgan"," Alabama",82.4,13.4,1.7,0.9,0,8.1,49,29
"355","Morgan"," Alabama",82.4,13.4,1.7,0.9,0,8.1,54,65
"356","Perry"," Alabama",29.9,69.4,0.1,0.2,0,0.9,1,105
"357","Perry"," Alabama",29.9,69.4,0.1,0.2,0,0.9,5,105
"358","Perry"," Alabama",29.9,69.4,0.1,0.2,0,0.9,17,145
"359","Perry"," Alabama",29.9,69.4,0.1,0.2,0,0.9,18,123
"360","Perry"," Alabama",29.9,69.4,0.1,0.2,0,0.9,21,193
"361","Perry"," Alabama",29.9,69.4,0.1,0.2,0,0.9,28,111
"362","Perry"," Alabama",29.9,69.4,0.1,0.2,0,0.9,29,157
"363","Perry"," Alabama",29.9,69.4,0.1,0.2,0,0.9,39,127
"364","Perry"," Alabama",29.9,69.4,0.1,0.2,0,0.9,42,99
"365","Perry"," Alabama",29.9,69.4,0.1,0.2,0,0.9,47,135
"366","Pickens"," Alabama",57.2,42,0.5,0.2,0,4.6,1,107
"367","Pickens"," Alabama",57.2,42,0.5,0.2,0,4.6,13,227
"368","Pickens"," Alabama",57.2,42,0.5,0.2,0,4.6,45,77
"369","Pike"," Alabama",59,39.7,1.2,2.4,0.2,0.8,1,109
"370","Pike"," Alabama",59,39.7,1.2,2.4,0.2,0.8,5,109
"371","Pike"," Alabama",59,39.7,1.2,2.4,0.2,0.8,13,231
"372","Pike"," Alabama",59,39.7,1.2,2.4,0.2,0.8,17,149
"373","Pike"," Alabama",59,39.7,1.2,2.4,0.2,0.8,18,125
"374","Pike"," Alabama",59,39.7,1.2,2.4,0.2,0.8,21,195
"375","Pike"," Alabama",59,39.7,1.2,2.4,0.2,0.8,28,113
"376","Pike"," Alabama",59,39.7,1.2,2.4,0.2,0.8,29,163
"377","Pike"," Alabama",59,39.7,1.2,2.4,0.2,0.8,39,131
"378","Pike"," Alabama",59,39.7,1.2,2.4,0.2,0.8,42,103
"379","Randolph"," Alabama",78.6,21.5,0.3,0.3,0.3,2.9,1,111
"380","Randolph"," Alabama",78.6,21.5,0.3,0.3,0.3,2.9,5,121
"381","Randolph"," Alabama",78.6,21.5,0.3,0.3,0.3,2.9,13,243
"382","Randolph"," Alabama",78.6,21.5,0.3,0.3,0.3,2.9,17,157
"383","Randolph"," Alabama",78.6,21.5,0.3,0.3,0.3,2.9,18,135
"384","Randolph"," Alabama",78.6,21.5,0.3,0.3,0.3,2.9,29,175
"385","Randolph"," Alabama",78.6,21.5,0.3,0.3,0.3,2.9,37,151
"386","Randolph"," Alabama",78.6,21.5,0.3,0.3,0.3,2.9,54,83
"387","Russell"," Alabama",53.7,45.4,1.8,1.4,0.2,5.4,1,113
"388","Russell"," Alabama",53.7,45.4,1.8,1.4,0.2,5.4,20,167
"389","Russell"," Alabama",53.7,45.4,1.8,1.4,0.2,5.4,21,207
"390","Russell"," Alabama",53.7,45.4,1.8,1.4,0.2,5.4,51,167
"391","St."," Alabama",88.5,9.9,0.8,1.1,0,2.4,NA,NA
"392","Shelby"," Alabama",82,12.9,0.6,2.6,0.1,5.7,1,117
"393","Shelby"," Alabama",82,12.9,0.6,2.6,0.1,5.7,17,173
"394","Shelby"," Alabama",82,12.9,0.6,2.6,0.1,5.7,18,145
"395","Shelby"," Alabama",82,12.9,0.6,2.6,0.1,5.7,19,165
"396","Shelby"," Alabama",82,12.9,0.6,2.6,0.1,5.7,21,211
"397","Shelby"," Alabama",82,12.9,0.6,2.6,0.1,5.7,29,205
"398","Shelby"," Alabama",82,12.9,0.6,2.6,0.1,5.7,39,149
"399","Shelby"," Alabama",82,12.9,0.6,2.6,0.1,5.7,47,157
"400","Shelby"," Alabama",82,12.9,0.6,2.6,0.1,5.7,48,419
"401","Sumter"," Alabama",24.9,72.2,0.1,2.6,0,0.1,1,119
"402","Sumter"," Alabama",24.9,72.2,0.1,2.6,0,0.1,12,119
"403","Sumter"," Alabama",24.9,72.2,0.1,2.6,0,0.1,13,261
"404","Sumter"," Alabama",24.9,72.2,0.1,2.6,0,0.1,45,85
"405","Talladega"," Alabama",65.8,33.2,0.9,0.8,0.1,2.3,1,121
"406","Tallapoosa"," Alabama",70.5,27.8,0.7,0.7,0,2.3,1,123
"407","Tuscaloosa"," Alabama",65.4,32.1,0.7,1.9,0.1,3.6,1,125
"408","Walker"," Alabama",92.5,7,1.1,0.6,0,2.4,1,127
"409","Walker"," Alabama",92.5,7,1.1,0.6,0,2.4,13,295
"410","Walker"," Alabama",92.5,7,1.1,0.6,0,2.4,48,471
"411","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,1,129
"412","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,5,143
"413","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,8,121
"414","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,12,133
"415","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,13,303
"416","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,16,87
"417","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,17,189
"418","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,18,175
"419","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,19,183
"420","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,20,201
"421","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,21,229
"422","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,22,117
"423","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,23,29
"424","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,24,43
"425","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,27,163
"426","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,28,151
"427","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,29,221
"428","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,31,177
"429","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,36,115
"430","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,37,187
"431","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,39,167
"432","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,40,147
"433","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,41,67
"434","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,42,125
"435","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,44,9
"436","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,47,179
"437","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,48,477
"438","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,49,53
"439","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,50,23
"440","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,51,191
"441","Washington"," Alabama",67.7,25.1,8.3,0.5,0,1.1,55,131
"442","Wilcox"," Alabama",29.8,69.7,0.5,2.5,0,0.6,1,131
"443","Wilcox"," Alabama",29.8,69.7,0.5,2.5,0,0.6,13,315
"444","Winston"," Alabama",98.4,1.1,1.7,0.1,0,3.1,1,133
"445","Winston"," Alabama",98.4,1.1,1.7,0.1,0,3.1,28,159
"446","Aleutians West"," Alaska",33.7,4.7,14.3,43.5,3.6,13.9,NA,NA
"447","Bethel"," Alaska",14.4,1.3,86.1,1.3,0.2,2.4,2,50
"448","Dillingham"," Alaska",23.3,2,78.5,2.3,0.4,3.5,2,70
"449","Hoonah-Angoon"," Alaska",53.5,3.7,46,4.3,0.1,6.7,NA,NA
"450","Juneau"," Alaska",77.6,2.2,18.1,9.9,2,6.6,2,110
"451","Juneau"," Alaska",77.6,2.2,18.1,9.9,2,6.6,55,57
"452","Kusilvak"," Alaska",7,1,94.8,0.6,0.2,1,2,158
"453","Nome"," Alaska",21.7,1.3,80.4,2.2,0.7,2.5,2,180
"454","Prince of Wales-Hyder"," Alaska",57.1,1.2,49.1,2,0.9,3.8,NA,NA
"455","Sitka"," Alaska",77.4,1.5,23.8,9.3,0.5,6.5,2,220
"456","Southeast Fairbanks"," Alaska",81.7,2.1,16.2,2.7,0.6,5.5,NA,NA
"457","Valdez-Cordova"," Alaska",79.7,0.5,19.2,5.4,2.5,5,NA,NA
"458","Wrangell"," Alaska",75.3,0.1,28.1,3.2,0.8,4.9,2,275
"459","Yakutat"," Alaska",59.5,0.6,41.7,10.4,3,7.3,2,282
"460","Yukon-Koyukuk"," Alaska",28.2,0.6,76.1,0.8,0,2.4,NA,NA
"461","Apache"," Arizona",24.1,1.1,74.9,0.6,0.1,6.2,4,1
"462","Cochise"," Arizona",88.7,5.5,2.6,3.3,0.8,35.3,4,3
"463","Coconino"," Arizona",66.8,2,28.3,2.9,0.4,14,4,5
"464","Gila"," Arizona",80.1,0.9,18.6,1.2,0.1,18.7,4,7
"465","Graham"," Arizona",81.6,2.3,14.8,0.9,0.3,32.9,4,9
"466","Graham"," Arizona",81.6,2.3,14.8,0.9,0.3,32.9,20,65
"467","Graham"," Arizona",81.6,2.3,14.8,0.9,0.3,32.9,37,75
"468","Greenlee"," Arizona",91.2,2.3,4.7,0.4,0,46.4,4,11
"469","La Paz"," Arizona",79.4,1.8,15.9,0.9,0.1,27.1,NA,NA
"470","Maricopa"," Arizona",80.7,6.8,2.9,5.3,0.5,30.8,4,13
"471","Mohave"," Arizona",92.5,1.6,3.3,1.7,0.4,16.2,4,15
"472","Navajo"," Arizona",50.4,1.6,46.5,1,0.3,11.3,4,17
"473","Pima"," Arizona",80.2,4.9,5.5,4.2,0.4,37,4,19
"474","Pinal"," Arizona",83.5,5.8,6.7,2.6,0.7,29.9,4,21
"475","Santa"," Arizona",86.1,0.7,1.2,1.1,0,83.5,4,23
"476","Santa"," Arizona",86.1,0.7,1.2,1.1,0,83.5,6,83
"477","Santa"," Arizona",86.1,0.7,1.2,1.1,0,83.5,6,85
"478","Santa"," Arizona",86.1,0.7,1.2,1.1,0,83.5,6,87
"479","Santa"," Arizona",86.1,0.7,1.2,1.1,0,83.5,12,113
"480","Santa"," Arizona",86.1,0.7,1.2,1.1,0,83.5,35,49
"481","Yavapai"," Arizona",93.9,1.1,2.8,1.5,0.3,14.4,4,25
"482","Yuma"," Arizona",77.2,3,2.2,2,0.4,63.4,4,27
"483","Yuma"," Arizona",77.2,3,2.2,2,0.4,63.4,8,125
"484","Arkansas"," Arkansas",73.5,26.7,0.3,0,0,3.1,5,1
"485","Ashley"," Arkansas",72.4,25.9,0.5,0.2,0,5.3,5,3
"486","Baxter"," Arkansas",98.3,0.5,1.6,0.5,0.1,2.2,5,5
"487","Benton"," Arkansas",90.7,2.3,3,4.4,0.7,16.4,5,7
"488","Benton"," Arkansas",90.7,2.3,3,4.4,0.7,16.4,18,7
"489","Benton"," Arkansas",90.7,2.3,3,4.4,0.7,16.4,19,11
"490","Benton"," Arkansas",90.7,2.3,3,4.4,0.7,16.4,27,9
"491","Benton"," Arkansas",90.7,2.3,3,4.4,0.7,16.4,28,9
"492","Benton"," Arkansas",90.7,2.3,3,4.4,0.7,16.4,29,15
"493","Benton"," Arkansas",90.7,2.3,3,4.4,0.7,16.4,41,3
"494","Benton"," Arkansas",90.7,2.3,3,4.4,0.7,16.4,47,5
"495","Benton"," Arkansas",90.7,2.3,3,4.4,0.7,16.4,53,5
"496","Boone"," Arkansas",98.1,0.8,2.2,0.8,0.1,2.4,5,9
"497","Boone"," Arkansas",98.1,0.8,2.2,0.8,0.1,2.4,17,7
"498","Boone"," Arkansas",98.1,0.8,2.2,0.8,0.1,2.4,18,11
"499","Boone"," Arkansas",98.1,0.8,2.2,0.8,0.1,2.4,19,15
"500","Boone"," Arkansas",98.1,0.8,2.2,0.8,0.1,2.4,21,15
"501","Boone"," Arkansas",98.1,0.8,2.2,0.8,0.1,2.4,29,19
"502","Boone"," Arkansas",98.1,0.8,2.2,0.8,0.1,2.4,31,11
"503","Boone"," Arkansas",98.1,0.8,2.2,0.8,0.1,2.4,54,5
"504","Bradley"," Arkansas",65.6,29.1,1.2,0,0,15.1,5,11
"505","Bradley"," Arkansas",65.6,29.1,1.2,0,0,15.1,47,11
"506","Calhoun"," Arkansas",77.9,23,0.4,0,0.2,4,1,15
"507","Calhoun"," Arkansas",77.9,23,0.4,0,0.2,4,5,13
"508","Calhoun"," Arkansas",77.9,23,0.4,0,0.2,4,12,13
"509","Calhoun"," Arkansas",77.9,23,0.4,0,0.2,4,13,37
"510","Calhoun"," Arkansas",77.9,23,0.4,0,0.2,4,17,13
"511","Calhoun"," Arkansas",77.9,23,0.4,0,0.2,4,19,25
"512","Calhoun"," Arkansas",77.9,23,0.4,0,0.2,4,26,25
"513","Calhoun"," Arkansas",77.9,23,0.4,0,0.2,4,28,13
"514","Calhoun"," Arkansas",77.9,23,0.4,0,0.2,4,45,17
"515","Calhoun"," Arkansas",77.9,23,0.4,0,0.2,4,48,57
"516","Calhoun"," Arkansas",77.9,23,0.4,0,0.2,4,54,13
"517","Carroll"," Arkansas",94.6,1.5,2.4,1.3,0.8,15,5,15
"518","Carroll"," Arkansas",94.6,1.5,2.4,1.3,0.8,15,13,45
"519","Carroll"," Arkansas",94.6,1.5,2.4,1.3,0.8,15,17,15
"520","Carroll"," Arkansas",94.6,1.5,2.4,1.3,0.8,15,18,15
"521","Carroll"," Arkansas",94.6,1.5,2.4,1.3,0.8,15,19,27
"522","Carroll"," Arkansas",94.6,1.5,2.4,1.3,0.8,15,21,41
"523","Carroll"," Arkansas",94.6,1.5,2.4,1.3,0.8,15,24,13
"524","Carroll"," Arkansas",94.6,1.5,2.4,1.3,0.8,15,28,15
"525","Carroll"," Arkansas",94.6,1.5,2.4,1.3,0.8,15,29,33
"526","Carroll"," Arkansas",94.6,1.5,2.4,1.3,0.8,15,33,3
"527","Carroll"," Arkansas",94.6,1.5,2.4,1.3,0.8,15,39,19
"528","Carroll"," Arkansas",94.6,1.5,2.4,1.3,0.8,15,47,17
"529","Carroll"," Arkansas",94.6,1.5,2.4,1.3,0.8,15,51,35
"530","Chicot"," Arkansas",44.7,54.5,0.5,0.5,0.1,5.4,5,17
"531","Clark"," Arkansas",72.6,24.7,0.9,0.8,0,4.7,5,19
"532","Clark"," Arkansas",72.6,24.7,0.9,0.8,0,4.7,16,33
"533","Clark"," Arkansas",72.6,24.7,0.9,0.8,0,4.7,17,23
"534","Clark"," Arkansas",72.6,24.7,0.9,0.8,0,4.7,18,19
"535","Clark"," Arkansas",72.6,24.7,0.9,0.8,0,4.7,20,25
"536","Clark"," Arkansas",72.6,24.7,0.9,0.8,0,4.7,21,49
"537","Clark"," Arkansas",72.6,24.7,0.9,0.8,0,4.7,29,45
"538","Clark"," Arkansas",72.6,24.7,0.9,0.8,0,4.7,32,3
"539","Clark"," Arkansas",72.6,24.7,0.9,0.8,0,4.7,39,23
"540","Clark"," Arkansas",72.6,24.7,0.9,0.8,0,4.7,46,25
"541","Clark"," Arkansas",72.6,24.7,0.9,0.8,0,4.7,53,11
"542","Clark"," Arkansas",72.6,24.7,0.9,0.8,0,4.7,55,19
"543","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,1,27
"544","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,5,21
"545","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,12,19
"546","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,13,61
"547","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,17,25
"548","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,18,21
"549","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,19,41
"550","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,20,27
"551","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,21,51
"552","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,27,27
"553","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,28,25
"554","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,29,47
"555","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,31,35
"556","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,37,43
"557","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,46,27
"558","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,47,27
"559","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,48,77
"560","Clay"," Arkansas",97.3,1.2,1.2,0.1,0.1,2,54,15
"561","Cleburne"," Arkansas",97.6,0.6,1.5,0.6,0.1,2.4,1,29
"562","Cleburne"," Arkansas",97.6,0.6,1.5,0.6,0.1,2.4,5,23
"563","Cleveland"," Arkansas",88.6,12.3,0.5,0.8,0.1,1.9,5,25
"564","Cleveland"," Arkansas",88.6,12.3,0.5,0.8,0.1,1.9,37,45
"565","Cleveland"," Arkansas",88.6,12.3,0.5,0.8,0.1,1.9,40,27
"566","Columbia"," Arkansas",61.4,35.9,0.4,1.1,0,2.7,5,27
"567","Columbia"," Arkansas",61.4,35.9,0.4,1.1,0,2.7,12,23
"568","Columbia"," Arkansas",61.4,35.9,0.4,1.1,0,2.7,13,73
"569","Columbia"," Arkansas",61.4,35.9,0.4,1.1,0,2.7,36,21
"570","Columbia"," Arkansas",61.4,35.9,0.4,1.1,0,2.7,41,9
"571","Columbia"," Arkansas",61.4,35.9,0.4,1.1,0,2.7,42,37
"572","Columbia"," Arkansas",61.4,35.9,0.4,1.1,0,2.7,53,13
"573","Columbia"," Arkansas",61.4,35.9,0.4,1.1,0,2.7,55,21
"574","Conway"," Arkansas",88.5,12.8,1.8,0.4,0.2,3.9,5,29
"575","Craighead"," Arkansas",81.7,15.6,1.3,1.5,0.2,5,5,31
"576","Crawford"," Arkansas",91.5,2.2,4.4,2,0.2,7.5,5,33
"577","Crawford"," Arkansas",91.5,2.2,4.4,2,0.2,7.5,13,79
"578","Crawford"," Arkansas",91.5,2.2,4.4,2,0.2,7.5,17,33
"579","Crawford"," Arkansas",91.5,2.2,4.4,2,0.2,7.5,18,25
"580","Crawford"," Arkansas",91.5,2.2,4.4,2,0.2,7.5,19,47
"581","Crawford"," Arkansas",91.5,2.2,4.4,2,0.2,7.5,20,37
"582","Crawford"," Arkansas",91.5,2.2,4.4,2,0.2,7.5,26,39
"583","Crawford"," Arkansas",91.5,2.2,4.4,2,0.2,7.5,29,55
"584","Crawford"," Arkansas",91.5,2.2,4.4,2,0.2,7.5,39,33
"585","Crawford"," Arkansas",91.5,2.2,4.4,2,0.2,7.5,42,39
"586","Crawford"," Arkansas",91.5,2.2,4.4,2,0.2,7.5,55,23
"587","Crittenden"," Arkansas",48.8,51.5,4.5,0.9,0.2,2.5,5,35
"588","Crittenden"," Arkansas",48.8,51.5,4.5,0.9,0.2,2.5,21,55
"589","Cross"," Arkansas",79.4,20.8,5.3,0.1,0.1,1.9,5,37
"590","Dallas"," Arkansas",56.6,42.3,0.4,0.7,0.3,3.1,1,47
"591","Dallas"," Arkansas",56.6,42.3,0.4,0.7,0.3,3.1,5,39
"592","Dallas"," Arkansas",56.6,42.3,0.4,0.7,0.3,3.1,19,49
"593","Dallas"," Arkansas",56.6,42.3,0.4,0.7,0.3,3.1,29,59
"594","Dallas"," Arkansas",56.6,42.3,0.4,0.7,0.3,3.1,48,113
"595","Desha"," Arkansas",50.3,47.7,0.7,0.9,0,5.9,5,41
"596","Drew"," Arkansas",69.6,29,0.6,0.4,0.2,3.3,5,43
"597","Faulkner"," Arkansas",84.6,12.4,1.3,1.7,0.2,4,5,45
"598","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,1,59
"599","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,5,47
"600","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,12,37
"601","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,13,119
"602","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,16,41
"603","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,17,55
"604","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,18,47
"605","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,19,69
"606","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,20,59
"607","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,21,73
"608","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,22,41
"609","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,23,7
"610","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,25,11
"611","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,28,37
"612","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,29,71
"613","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,31,61
"614","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,36,33
"615","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,37,69
"616","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,39,49
"617","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,42,55
"618","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,47,51
"619","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,48,159
"620","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,50,11
"621","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,51,67
"622","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,51,620
"623","Franklin"," Arkansas",96.4,1.3,2.9,0.9,0.2,3.1,53,21
"624","Fulton"," Arkansas",98.4,1.1,1.9,0.2,0,1.5,5,49
"625","Fulton"," Arkansas",98.4,1.1,1.9,0.2,0,1.5,13,121
"626","Fulton"," Arkansas",98.4,1.1,1.9,0.2,0,1.5,17,57
"627","Fulton"," Arkansas",98.4,1.1,1.9,0.2,0,1.5,18,49
"628","Fulton"," Arkansas",98.4,1.1,1.9,0.2,0,1.5,21,75
"629","Fulton"," Arkansas",98.4,1.1,1.9,0.2,0,1.5,36,35
"630","Fulton"," Arkansas",98.4,1.1,1.9,0.2,0,1.5,39,51
"631","Fulton"," Arkansas",98.4,1.1,1.9,0.2,0,1.5,42,57
"632","Garland"," Arkansas",88.7,9.6,1.5,0.9,0.2,5.5,5,51
"633","Grant"," Arkansas",96.7,3.1,1.1,0.5,0,2.7,5,53
"634","Grant"," Arkansas",96.7,3.1,1.1,0.5,0,2.7,18,53
"635","Grant"," Arkansas",96.7,3.1,1.1,0.5,0,2.7,20,67
"636","Grant"," Arkansas",96.7,3.1,1.1,0.5,0,2.7,21,81
"637","Grant"," Arkansas",96.7,3.1,1.1,0.5,0,2.7,22,43
"638","Grant"," Arkansas",96.7,3.1,1.1,0.5,0,2.7,27,51
"639","Grant"," Arkansas",96.7,3.1,1.1,0.5,0,2.7,31,75
"640","Grant"," Arkansas",96.7,3.1,1.1,0.5,0,2.7,35,17
"641","Grant"," Arkansas",96.7,3.1,1.1,0.5,0,2.7,38,37
"642","Grant"," Arkansas",96.7,3.1,1.1,0.5,0,2.7,40,53
"643","Grant"," Arkansas",96.7,3.1,1.1,0.5,0,2.7,41,23
"644","Grant"," Arkansas",96.7,3.1,1.1,0.5,0,2.7,46,51
"645","Grant"," Arkansas",96.7,3.1,1.1,0.5,0,2.7,53,25
"646","Grant"," Arkansas",96.7,3.1,1.1,0.5,0,2.7,54,23
"647","Grant"," Arkansas",96.7,3.1,1.1,0.5,0,2.7,55,43
"648","Greene"," Arkansas",97.1,2.1,1.1,0.5,0.1,2.8,1,63
"649","Greene"," Arkansas",97.1,2.1,1.1,0.5,0.1,2.8,5,55
"650","Greene"," Arkansas",97.1,2.1,1.1,0.5,0.1,2.8,13,133
"651","Greene"," Arkansas",97.1,2.1,1.1,0.5,0.1,2.8,17,61
"652","Greene"," Arkansas",97.1,2.1,1.1,0.5,0.1,2.8,18,55
"653","Greene"," Arkansas",97.1,2.1,1.1,0.5,0.1,2.8,19,73
"654","Greene"," Arkansas",97.1,2.1,1.1,0.5,0.1,2.8,28,41
"655","Greene"," Arkansas",97.1,2.1,1.1,0.5,0.1,2.8,29,77
"656","Greene"," Arkansas",97.1,2.1,1.1,0.5,0.1,2.8,36,39
"657","Greene"," Arkansas",97.1,2.1,1.1,0.5,0.1,2.8,37,79
"658","Greene"," Arkansas",97.1,2.1,1.1,0.5,0.1,2.8,39,57
"659","Greene"," Arkansas",97.1,2.1,1.1,0.5,0.1,2.8,42,59
"660","Greene"," Arkansas",97.1,2.1,1.1,0.5,0.1,2.8,47,59
"661","Greene"," Arkansas",97.1,2.1,1.1,0.5,0.1,2.8,51,79
"662","Hempstead"," Arkansas",61.1,31.2,1.4,0.4,0.5,12.7,5,57
"663","Hot Spring"," Arkansas",86,13,0.6,0.7,0.2,3.4,NA,NA
"664","Howard"," Arkansas",69.1,21.2,1.7,0.3,0.1,12.2,5,61
"665","Howard"," Arkansas",69.1,21.2,1.7,0.3,0.1,12.2,18,67
"666","Howard"," Arkansas",69.1,21.2,1.7,0.3,0.1,12.2,19,89
"667","Howard"," Arkansas",69.1,21.2,1.7,0.3,0.1,12.2,24,27
"668","Howard"," Arkansas",69.1,21.2,1.7,0.3,0.1,12.2,29,89
"669","Howard"," Arkansas",69.1,21.2,1.7,0.3,0.1,12.2,31,93
"670","Howard"," Arkansas",69.1,21.2,1.7,0.3,0.1,12.2,48,227
"671","Independence"," Arkansas",94.5,2.8,1.1,1,0,6.2,5,63
"672","Izard"," Arkansas",96.2,2,2.3,0.1,0.5,2.2,5,65
"673","Jackson"," Arkansas",86.4,14.7,6.6,0.2,0.1,2.8,1,71
"674","Jackson"," Arkansas",86.4,14.7,6.6,0.2,0.1,2.8,5,67
"675","Jackson"," Arkansas",86.4,14.7,6.6,0.2,0.1,2.8,8,57
"676","Jackson"," Arkansas",86.4,14.7,6.6,0.2,0.1,2.8,12,63
"677","Jackson"," Arkansas",86.4,14.7,6.6,0.2,0.1,2.8,13,157
"678","Jackson"," Arkansas",86.4,14.7,6.6,0.2,0.1,2.8,17,77
"679","Jackson"," Arkansas",86.4,14.7,6.6,0.2,0.1,2.8,18,71
"680","Jackson"," Arkansas",86.4,14.7,6.6,0.2,0.1,2.8,19,97
"681","Jackson"," Arkansas",86.4,14.7,6.6,0.2,0.1,2.8,20,85
"682","Jackson"," Arkansas",86.4,14.7,6.6,0.2,0.1,2.8,21,109
"683","Jackson"," Arkansas",86.4,14.7,6.6,0.2,0.1,2.8,22,49
"684","Jackson"," Arkansas",86.4,14.7,6.6,0.2,0.1,2.8,26,75
"685","Jackson"," Arkansas",86.4,14.7,6.6,0.2,0.1,2.8,27,63
"686","Jackson"," Arkansas",86.4,14.7,6.6,0.2,0.1,2.8,28,59
